StrengthPoints,Wins_x,Wins last 40 days,ast,blk,dr,fga,fga3,fgm,fgm3,fta,ftm,losses,or,pf,points_against,points_for,stl,to,Season,TeamID,SeasonTeam,Seed,index,Wins_y,TWins,PlayIn,SeedNum,Round,TourneyPoints
60,29,11,422,110,802,1721,535,775,192,677,480,4,383,473,1774,2222,208,399,2008,1458,20081458,3,20081458,2,2,FALSE,3,3,4
32,27,9,513,114,818,1759,654,840,256,733,550,6,372,572,2057,2486,184,438,2008,1462,20081462,3,20081462,3,3,FALSE,3,4,8
0,22,9,412,77,726,1845,735,768,242,671,480,12,399,701,2057,2258,260,467,2009,1103,20091103,13,0,0,0,FALSE,13,1,1
0,20,11,406,138,717,1593,502,741,165,581,368,9,331,511,1844,2015,167,399,2009,1106,20091106,16a,0,0,-1,TRUE,16,1,1
0,24,11,405,78,727,1552,584,724,220,509,330,7,295,556,1811,1998,168,410,2009,1110,20091110,14,0,0,0,FALSE,14,1,1
58,19,5,462,98,728,1730,501,821,198,640,470,13,355,500,2190,2310,191,403,2009,1112,20091112,12,20091112,2,2,FALSE,12,3,4
76,24,8,515,69,756,1630,729,785,267,619,458,9,278,525,1982,2295,195,380,2009,1113,20091113,6,20091113,1,1,FALSE,6,2,2
0,22,10,360,125,703,1655,547,721,181,691,474,8,336,606,2008,2097,212,398,2009,1127,20091127,15,0,0,0,FALSE,15,1,1
50,22,5,490,144,757,1945,626,867,211,719,528,11,472,593,2325,2473,203,442,2009,1130,20091130,7,0,0,0,FALSE,7,1,1
21,25,7,383,97,717,1493,675,653,238,646,466,5,299,536,1746,2010,180,377,2009,1139,20091139,9,0,0,0,FALSE,9,1,1
18,24,8,507,113,842,1759,595,857,226,622,453,7,285,578,2007,2393,219,354,2009,1140,20091140,8,0,0,0,FALSE,8,1,1
66,22,6,497,64,759,1789,468,867,203,614,464,10,319,538,2187,2401,157,385,2009,1143,20091143,7,0,0,0,FALSE,7,1,1
0,16,8,423,71,836,1801,744,792,260,854,556,16,395,578,2447,2400,191,493,2009,1151,20091151,16,0,0,0,FALSE,16,1,1
50,23,5,464,180,704,1906,662,891,251,607,415,8,441,557,2115,2448,290,445,2009,1155,20091155,7,0,0,0,FALSE,7,1,1
22,22,10,430,105,707,1733,491,737,152,643,453,10,370,588,1915,2079,275,399,2009,1156,20091156,13,20091156,1,1,FALSE,13,2,2
91,27,6,477,248,884,1806,424,849,147,815,552,4,441,400,1983,2397,180,393,2009,1163,20091163,1,20091163,4,4,FALSE,1,5,16
0,20,7,447,114,727,1606,532,759,217,526,388,9,297,526,1884,2123,196,379,2009,1165,20091165,14,0,0,0,FALSE,14,1,1
0,16,8,409,76,697,1685,567,768,204,578,399,13,374,637,2035,2139,256,510,2009,1169,20091169,15,0,0,0,FALSE,15,1,1
34,26,6,464,116,799,1846,550,790,182,722,466,7,454,627,2030,2228,209,455,2009,1173,20091173,11,20091173,1,1,FALSE,11,2,2
112,28,9,455,139,792,2016,705,904,246,828,599,6,453,613,2231,2653,289,419,2009,1181,20091181,2,20091181,2,2,FALSE,2,3,4
1,22,7,397,119,836,1907,556,884,190,759,541,10,365,586,2245,2499,268,448,2009,1190,20091190,16,0,0,0,FALSE,16,1,1
58,25,9,417,198,825,1840,618,800,212,721,521,9,395,640,2210,2333,278,533,2009,1199,20091199,5,0,0,0,FALSE,5,1,1
32,25,10,450,150,825,1755,557,856,222,607,430,5,311,484,1847,2364,225,343,2009,1211,20091211,4,20091211,2,2,FALSE,4,3,4
82,24,6,581,119,783,1802,519,828,183,412,293,9,315,497,1868,2132,190,408,2009,1228,20091228,5,0,0,0,FALSE,5,1,1
91,25,7,519,137,858,1809,545,866,207,727,529,7,387,617,2106,2468,219,467,2009,1242,20091242,3,20091242,2,2,FALSE,3,3,4
106,28,11,547,204,839,1961,738,884,266,631,406,5,415,566,2033,2440,306,451,2009,1257,20091257,1,20091257,3,3,FALSE,1,4,8
16,26,9,503,200,852,1974,536,881,198,713,512,7,450,571,2161,2472,251,399,2009,1261,20091261,8,20091261,1,1,FALSE,8,2,2
35,24,4,511,98,775,1916,667,874,233,862,621,9,399,589,2292,2602,267,387,2009,1266,20091266,6,20091266,1,1,FALSE,6,2,2
54,20,6,484,141,774,2054,574,866,190,568,436,13,437,547,2259,2358,255,412,2009,1268,20091268,10,20091268,1,1,FALSE,10,2,2
22,31,13,470,210,879,1995,619,884,198,793,552,3,463,594,1934,2518,300,423,2009,1272,20091272,2,20091272,2,2,FALSE,2,3,4
64,19,6,498,83,680,1749,835,742,277,501,378,13,303,489,2026,2139,206,361,2009,1276,20091276,10,20091276,1,1,FALSE,10,2,2
120,26,9,509,91,798,1785,468,812,165,746,512,6,447,609,2013,2301,205,449,2009,1277,20091277,2,20091277,5,5,FALSE,2,6,32
53,21,4,436,195,680,1651,539,732,178,570,409,10,370,548,1905,2051,259,449,2009,1278,20091278,10,0,0,0,FALSE,10,1,1
23,22,8,425,250,916,1940,776,836,280,802,565,12,381,570,2347,2517,235,479,2009,1280,20091280,13,0,0,0,FALSE,13,1,1
75,28,10,622,131,814,2120,671,1000,240,775,518,6,443,676,2260,2758,359,420,2009,1281,20091281,3,20091281,3,3,FALSE,3,4,8
1,17,6,397,127,794,1744,498,759,163,743,538,15,434,615,2198,2219,205,493,2009,1287,20091287,16b,20091287,1,0,TRUE,16,1,1
7,22,11,370,103,782,1904,496,810,169,649,420,11,468,627,2032,2209,214,432,2009,1288,20091288,15,0,0,0,FALSE,15,1,1
0,24,10,439,94,734,1736,525,838,211,656,487,6,323,485,2070,2374,210,351,2009,1295,20091295,14,0,0,0,FALSE,14,1,1
74,27,8,564,164,847,2045,566,972,211,804,616,4,471,492,2259,2771,257,403,2009,1314,20091314,1,20091314,6,6,FALSE,1,7,64
0,23,6,403,80,820,1638,606,746,210,707,532,10,286,598,2097,2234,140,383,2009,1320,20091320,12,0,0,0,FALSE,12,1,1
61,22,6,425,168,730,1558,551,754,209,596,417,10,257,479,1972,2134,189,419,2009,1326,20091326,8,0,0,0,FALSE,8,1,1
84,27,6,459,143,866,1785,618,872,221,837,569,5,388,557,2170,2534,222,439,2009,1328,20091328,2,20091328,3,3,FALSE,2,4,8
41,22,9,415,81,838,1952,802,892,308,787,585,11,333,704,2449,2677,253,410,2009,1329,20091329,8,20091329,1,1,FALSE,8,2,2
105,27,8,555,118,768,1878,538,907,192,599,403,4,458,510,1989,2409,221,375,2009,1338,20091338,1,20091338,3,3,FALSE,1,4,8
13,22,8,470,89,676,1791,793,810,300,532,365,9,366,517,2119,2285,234,422,2009,1340,20091340,13,0,0,0,FALSE,13,1,1
79,25,8,514,164,835,1890,650,844,228,631,442,9,329,590,2010,2358,246,396,2009,1345,20091345,5,20091345,2,2,FALSE,5,3,4
0,18,9,402,127,845,1653,397,769,138,727,493,11,359,536,2104,2169,178,479,2009,1347,20091347,16,0,0,0,FALSE,16,1,1
0,24,9,520,114,788,1798,556,855,221,670,474,10,345,676,2211,2405,293,524,2009,1352,20091352,15,0,0,0,FALSE,15,1,1
3,20,10,336,83,670,1487,470,645,150,443,294,7,244,497,1568,1734,153,322,2009,1372,20091372,14,0,0,0,FALSE,14,1,1
8,26,8,504,155,786,2016,510,954,171,731,484,7,402,487,2311,2563,292,431,2009,1373,20091373,9,20091373,1,1,FALSE,9,2,2
81,25,9,618,173,912,2045,659,997,233,822,526,9,433,533,2479,2753,260,516,2009,1393,20091393,3,20091393,2,2,FALSE,3,3,4
22,22,10,514,137,852,1857,686,827,252,530,370,11,367,565,2092,2276,184,417,2009,1396,20091396,11,0,0,0,FALSE,11,1,1
24,21,8,538,123,814,2049,695,933,218,751,506,12,474,627,2388,2590,221,441,2009,1397,20091397,9,0,0,0,FALSE,9,1,1
62,22,7,428,183,814,1956,474,865,152,753,505,11,469,633,2160,2387,206,413,2009,1400,20091400,7,20091400,1,1,FALSE,7,2,2
50,23,6,390,124,783,1716,528,766,193,820,570,9,403,548,2123,2295,159,411,2009,1401,20091401,9,20091401,1,1,FALSE,9,2,2
54,25,8,518,106,711,1874,620,926,247,567,409,8,379,557,2088,2508,276,408,2009,1417,20091417,6,20091417,1,1,FALSE,6,2,2
62,21,6,409,154,796,1735,377,822,124,733,488,12,386,541,2095,2256,207,463,2009,1425,20091425,10,20091425,1,1,FALSE,10,2,2
33,24,10,428,158,867,1609,611,768,230,642,505,8,248,595,2031,2271,161,436,2009,1428,20091428,5,0,0,0,FALSE,5,1,1
12,29,9,537,83,788,1714,534,852,213,656,489,4,349,508,2061,2406,162,376,2009,1429,20091429,11,0,0,0,FALSE,11,1,1
4,24,8,455,151,769,1829,586,846,216,664,468,9,352,637,2091,2376,252,419,2009,1433,20091433,11,0,0,0,FALSE,11,1,1
72,26,9,490,106,832,1877,593,857,218,801,594,7,403,626,2211,2526,263,441,2009,1437,20091437,3,20091437,4,4,FALSE,3,5,16
16,23,9,418,100,744,1748,654,787,242,595,419,8,395,543,2075,2235,175,415,2009,1443,20091443,12,20091443,1,1,FALSE,12,2,2
100,24,7,395,163,849,1799,381,880,121,787,560,6,380,563,2109,2441,254,474,2009,1448,20091448,4,0,0,0,FALSE,4,1,1
71,25,9,432,93,853,2007,412,922,140,889,621,8,499,642,2297,2605,250,491,2009,1449,20091449,4,20091449,1,1,FALSE,4,2,2
44,23,8,520,155,786,2018,683,868,226,717,499,11,517,639,2095,2461,231,409,2009,1452,20091452,6,0,0,0,FALSE,6,1,1
35,19,7,378,82,659,1576,545,697,201,554,401,12,305,490,1829,1996,154,314,2009,1458,20091458,12,20091458,1,1,FALSE,12,2,2
52,25,6,431,164,877,1682,551,779,220,797,538,7,386,596,1997,2316,172,480,2009,1462,20091462,4,20091462,2,2,FALSE,4,3,4
0,17,11,401,110,820,1681,431,691,131,826,548,15,403,729,2070,2061,219,542,2010,1115,20101115,16a,20101115,1,0,TRUE,16,1,1
69,24,9,423,215,820,1741,565,842,218,649,476,7,378,560,2063,2378,198,434,2010,1124,20101124,3,20101124,3,3,FALSE,3,4,8
30,28,10,410,79,755,1606,632,727,216,766,573,4,296,592,1921,2243,219,397,2010,1139,20101139,5,20101139,5,5,FALSE,5,6,32
26,28,7,521,115,884,1944,645,937,268,743,584,5,336,573,2167,2726,282,373,2010,1140,20101140,7,20101140,1,1,FALSE,7,2,2
12,23,9,477,82,801,1929,582,921,217,679,514,10,379,561,2257,2573,187,396,2010,1143,20101143,8,20101143,1,1,FALSE,8,2,2
49,21,5,439,150,735,1815,607,823,204,640,422,10,402,542,1979,2272,299,460,2010,1155,20101155,7,0,0,0,FALSE,7,1,1
1,25,9,471,105,672,1627,649,776,284,470,344,4,298,529,1872,2180,207,355,2010,1165,20101165,12,20101165,2,2,FALSE,12,3,4
72,29,12,474,143,831,2047,672,901,257,776,592,5,497,630,2098,2651,236,378,2010,1181,20101181,1,20101181,6,6,FALSE,1,7,64
0,19,9,359,105,781,1861,538,808,169,745,493,14,418,630,2191,2278,273,484,2010,1190,20101190,16,0,0,0,FALSE,16,1,1
31,21,6,464,90,785,1928,616,856,193,652,458,12,435,477,2159,2363,236,402,2010,1196,20101196,10,0,0,0,FALSE,10,1,1
33,22,6,431,196,784,1675,537,762,180,649,419,9,395,553,1865,2123,260,520,2010,1199,20101199,9,0,0,0,FALSE,9,1,1
110,23,7,510,156,782,1754,526,874,204,653,465,10,319,558,2149,2417,232,455,2010,1207,20101207,3,0,0,0,FALSE,3,1,1
52,21,6,454,181,876,1910,540,868,198,715,459,12,452,616,2181,2393,256,539,2010,1210,20101210,10,20101210,1,1,FALSE,10,2,2
27,25,9,419,127,848,1697,471,837,172,836,557,6,328,561,2104,2403,200,405,2010,1211,20101211,8,20101211,1,1,FALSE,8,2,2
10,18,8,414,97,707,2169,770,907,274,723,513,15,426,614,2478,2601,314,298,2010,1222,20101222,13,0,0,0,FALSE,13,1,1
135,32,12,583,218,938,1988,604,971,247,843,591,2,440,621,2169,2780,286,441,2010,1242,20101242,1,20101242,1,1,FALSE,1,2,2
87,25,8,468,154,766,1873,603,840,215,975,648,7,490,719,2215,2543,239,467,2010,1243,20101243,2,20101243,3,3,FALSE,2,4,8
73,32,11,500,246,920,1988,595,952,203,865,587,2,486,552,2219,2694,247,493,2010,1246,20101246,1,20101246,3,3,FALSE,1,4,8
0,22,8,484,81,842,1791,532,817,213,778,557,10,326,573,2241,2404,197,416,2010,1250,20101250,16,0,0,0,FALSE,16,1,1
46,20,6,498,134,717,1900,758,850,257,691,486,12,463,644,2227,2443,249,438,2010,1257,20101257,9,0,0,0,FALSE,9,1,1
48,22,9,500,71,711,1839,645,834,262,645,477,11,338,563,2118,2407,261,340,2010,1266,20101266,6,0,0,0,FALSE,6,1,1
49,22,9,490,139,773,1852,454,874,176,628,454,8,377,505,2041,2378,240,356,2010,1268,20101268,4,20101268,1,1,FALSE,4,2,2
54,24,5,534,99,816,1819,459,861,153,659,449,8,433,565,2038,2324,215,449,2010,1277,20101277,5,20101277,4,4,FALSE,5,5,16
67,21,8,569,188,829,1887,591,893,239,647,454,13,367,561,2177,2479,271,433,2010,1278,20101278,11,0,0,0,FALSE,11,1,1
41,22,6,488,149,717,1985,663,876,246,665,484,10,415,617,2106,2482,350,416,2010,1281,20101281,10,20101281,1,1,FALSE,10,2,2
0,20,7,345,94,685,1482,475,713,189,553,399,9,254,530,1803,2014,185,352,2010,1285,20101285,14,0,0,0,FALSE,14,1,1
1,27,11,458,145,895,2178,598,942,202,963,677,9,555,760,2529,2763,237,487,2010,1288,20101288,15,0,0,0,FALSE,15,1,1
3,28,10,486,173,776,1726,541,857,201,740,520,4,384,559,1953,2435,297,464,2010,1293,20101293,13,20101293,1,1,FALSE,13,2,2
66,29,9,476,116,842,1904,702,839,263,869,588,4,436,583,2213,2529,223,370,2010,1307,20101307,3,20101307,1,1,FALSE,3,2,2
15,21,9,464,105,801,1882,729,869,273,715,501,11,333,558,2496,2512,192,413,2010,1308,20101308,12,0,0,0,FALSE,12,1,1
0,22,11,359,90,777,1577,478,724,158,833,598,8,316,543,2097,2204,133,443,2010,1317,20101317,15,0,0,0,FALSE,15,1,1
10,28,9,341,64,734,1597,598,688,211,582,439,4,305,511,1737,2026,176,337,2010,1320,20101320,9,20101320,2,2,FALSE,9,3,4
68,23,8,573,102,826,1894,647,897,255,741,536,11,386,516,2342,2585,188,352,2010,1323,20101323,6,0,0,0,FALSE,6,1,1
0,24,10,412,158,782,1882,581,837,186,765,547,8,435,574,2295,2407,205,439,2010,1324,20101324,14,0,0,0,FALSE,14,1,1
0,20,10,479,89,862,1956,688,833,246,798,585,14,387,641,2331,2497,256,432,2010,1325,20101325,14,20101325,1,1,FALSE,14,2,2
67,27,11,500,139,829,1838,642,912,249,656,451,7,309,520,2081,2524,243,385,2010,1326,20101326,2,20101326,2,2,FALSE,2,3,4
60,22,6,401,83,828,1817,762,817,268,666,476,10,324,644,2179,2378,206,407,2010,1329,20101329,7,0,0,0,FALSE,7,1,1
14,26,9,527,100,815,1960,497,879,157,591,381,8,517,533,1943,2296,266,435,2010,1330,20101330,11,20101330,1,1,FALSE,11,2,2
74,24,8,506,134,797,1691,493,754,170,721,501,8,394,550,1964,2179,163,397,2010,1338,20101338,3,20101338,1,1,FALSE,3,2,2
86,27,9,449,143,733,1781,539,794,172,709,515,5,333,598,1949,2275,221,348,2010,1345,20101345,4,20101345,2,2,FALSE,4,3,4
44,26,10,432,156,816,1890,683,843,240,617,430,8,306,611,2116,2356,283,383,2010,1350,20101350,7,0,0,0,FALSE,7,1,1
5,23,9,425,78,791,1813,526,793,192,833,551,11,401,726,2233,2329,257,499,2010,1352,20101352,15,0,0,0,FALSE,15,1,1
0,21,11,550,63,683,1637,652,764,251,646,458,7,337,576,2025,2237,211,376,2010,1358,20101358,14,0,0,0,FALSE,14,1,1
48,23,9,410,144,735,1674,514,788,166,687,422,8,407,517,1933,2164,229,420,2010,1361,20101361,11,0,0,0,FALSE,11,1,1
0,19,9,382,88,668,1406,508,625,192,660,450,9,249,528,1847,1892,184,434,2010,1364,20101364,15,0,0,0,FALSE,15,1,1
0,27,8,477,118,838,1978,486,907,157,775,519,6,427,455,2154,2490,291,404,2010,1373,20101373,13,0,0,0,FALSE,13,1,1
25,25,7,492,158,775,1740,620,841,255,558,427,5,325,505,1988,2364,155,344,2010,1388,20101388,10,20101388,2,2,FALSE,10,3,4
106,28,6,620,210,833,1865,558,962,215,697,468,4,388,468,2140,2607,320,483,2010,1393,20101393,1,20101393,2,2,FALSE,1,3,4
40,29,11,501,100,886,1890,588,824,199,524,361,5,375,501,1909,2208,160,356,2010,1396,20101396,5,0,0,0,FALSE,5,1,1
40,25,9,473,124,825,1951,619,883,194,703,470,8,387,657,2143,2430,267,437,2010,1397,20101397,6,20101397,3,3,FALSE,6,4,8
58,24,5,478,190,898,2089,542,979,187,845,536,9,493,650,2300,2681,258,459,2010,1400,20101400,8,0,0,0,FALSE,8,1,1
58,22,8,372,104,758,1665,575,732,193,831,551,9,369,573,2007,2208,206,382,2010,1401,20101401,5,20101401,1,1,FALSE,5,2,2
48,24,8,520,112,774,1834,650,850,215,573,413,8,305,647,2047,2328,244,377,2010,1424,20101424,8,0,0,0,FALSE,8,1,1
15,26,11,559,115,828,1810,538,891,227,550,419,7,337,534,1986,2428,149,338,2010,1429,20101429,12,0,0,0,FALSE,12,1,1
10,26,11,473,119,846,1822,568,867,197,735,494,6,317,619,2054,2425,280,421,2010,1431,20101431,12,0,0,0,FALSE,12,1,1
50,23,8,408,158,780,1712,514,808,190,822,598,8,333,602,2167,2404,180,423,2010,1435,20101435,4,0,0,0,FALSE,4,1,1
0,25,10,410,140,845,1818,502,803,161,920,634,9,417,624,2188,2401,231,478,2010,1436,20101436,16,0,0,0,FALSE,16,1,1
83,24,4,430,121,795,1842,635,856,239,810,608,7,416,694,2259,2559,241,428,2010,1437,20101437,2,20101437,1,1,FALSE,2,2,2
60,19,4,342,155,789,1735,402,760,126,712,470,10,424,583,1985,2116,213,440,2010,1448,20101448,9,20101448,1,1,FALSE,9,2,2
33,24,10,462,130,821,2035,526,920,171,855,622,9,446,713,2308,2633,240,422,2010,1449,20101449,11,20101449,2,2,FALSE,11,3,4
114,27,10,518,132,751,1922,682,834,229,734,511,6,514,605,2105,2408,185,387,2010,1452,20101452,2,20101452,4,4,FALSE,2,5,16
0,17,8,324,113,744,1764,453,679,120,624,399,13,407,569,1858,1877,262,366,2010,1457,20101457,16b,0,0,-1,TRUE,16,1,1
83,23,6,396,112,703,1647,656,732,237,532,391,8,302,507,1742,2092,174,275,2010,1458,20101458,4,20101458,1,1,FALSE,4,2,2
0,25,11,446,69,790,1773,553,777,192,790,532,8,380,590,2042,2278,233,395,2010,1459,20101459,13,0,0,0,FALSE,13,1,1
17,24,9,458,122,883,1893,600,883,223,802,572,8,400,601,2210,2561,217,423,2010,1462,20101462,6,20101462,2,2,FALSE,6,3,4
1,22,11,488,116,823,1945,744,836,268,620,439,12,342,654,2255,2379,219,409,2011,1103,20111103,15,0,0,0,FALSE,15,1,1
0,15,11,372,146,713,1682,527,669,154,785,478,17,426,714,2062,1970,234,503,2011,1106,20111106,16a,0,0,-1,TRUE,16,1,1
34,27,9,479,90,822,1836,676,864,270,809,604,7,354,633,2294,2602,171,437,2011,1112,20111112,5,20111112,3,3,FALSE,5,4,8
0,17,7,364,78,732,1753,556,725,221,743,516,16,340,684,2229,2187,188,384,2011,1114,20111114,16a,0,0,-1,TRUE,16,1,1
1,30,10,557,118,791,1996,842,926,321,759,559,4,445,708,2106,2732,331,474,2011,1125,20111125,13,0,0,0,FALSE,13,1,1
0,21,10,335,126,816,1812,721,731,256,683,499,13,408,619,2150,2217,183,406,2011,1131,20111131,16,0,0,0,FALSE,16,1,1
6,25,10,486,105,857,1804,564,811,227,618,486,8,269,602,2093,2335,157,375,2011,1137,20111137,14,0,0,0,FALSE,14,1,1
7,22,9,385,47,746,1730,638,766,231,665,484,9,337,594,2015,2247,184,350,2011,1139,20111139,8,20111139,5,5,FALSE,8,6,32
65,29,10,471,138,891,2016,748,909,270,786,594,4,378,581,2239,2682,263,363,2011,1140,20111140,3,20111140,2,2,FALSE,3,3,4
63,25,7,471,125,744,1830,626,797,212,706,470,8,432,571,1954,2276,250,382,2011,1153,20111153,6,20111153,1,1,FALSE,6,2,2
10,21,6,413,156,750,1719,596,759,208,661,458,11,367,588,1950,2184,257,427,2011,1155,20111155,12a,20111155,1,0,TRUE,12,1,1
131,26,9,459,197,880,2102,615,910,204,722,545,9,505,561,2323,2569,232,411,2011,1163,20111163,3,20111163,6,6,FALSE,3,7,64
88,30,11,490,150,883,2039,725,956,272,763,572,4,418,608,2185,2756,254,416,2011,1181,20111181,1,20111181,2,2,FALSE,1,3,4
121,26,9,453,117,806,1854,576,856,205,666,444,7,432,476,2081,2361,194,410,2011,1196,20111196,2,20111196,3,3,FALSE,2,4,8
21,21,5,387,178,824,1741,581,759,192,662,439,10,386,597,1930,2149,272,500,2011,1199,20111199,10,20111199,2,2,FALSE,10,3,4
14,26,9,458,106,784,1749,542,829,215,687,474,6,339,549,1969,2347,216,350,2011,1206,20111206,8,20111206,1,1,FALSE,8,2,2
80,21,4,469,138,733,1651,605,789,218,555,406,10,312,577,2049,2202,190,416,2011,1207,20111207,6,0,0,0,FALSE,6,1,1
26,21,7,486,161,811,1772,444,800,151,648,451,11,396,528,2057,2202,208,429,2011,1208,20111208,10,0,0,0,FALSE,10,1,1
17,23,10,477,116,828,1777,505,843,180,740,562,9,367,598,2086,2428,235,433,2011,1211,20111211,11,20111211,1,1,FALSE,11,2,2
1,23,7,366,177,759,1734,619,701,199,731,473,8,344,573,1918,2074,227,376,2011,1214,20111214,16,0,0,0,FALSE,16,1,1
63,19,4,531,148,787,1803,566,843,219,516,376,13,327,563,2087,2281,178,407,2011,1228,20111228,9,20111228,1,1,FALSE,9,2,2
0,19,8,396,137,781,1685,609,715,216,647,461,13,337,650,2073,2107,192,450,2011,1232,20111232,14,0,0,0,FALSE,14,1,1
89,32,11,608,141,914,1959,638,1006,247,796,542,2,397,608,2218,2801,270,458,2011,1242,20111242,1,20111242,3,3,FALSE,1,4,8
41,21,8,438,144,717,1772,585,771,219,757,493,10,454,634,2050,2254,193,464,2011,1243,20111243,5,20111243,1,1,FALSE,5,2,2
104,25,9,419,207,858,1920,612,884,243,712,511,8,399,531,2107,2522,181,352,2011,1246,20111246,4,20111246,4,4,FALSE,4,5,16
0,27,11,484,110,876,1924,604,897,221,974,628,5,463,552,2364,2643,235,491,2011,1254,20111254,15,0,0,0,FALSE,15,1,1
126,25,8,594,168,815,2049,829,927,299,611,409,9,428,653,2197,2562,313,443,2011,1257,20111257,4,0,0,0,FALSE,4,1,1
70,20,6,538,123,809,1935,508,905,179,865,598,14,422,574,2348,2587,244,407,2011,1266,20111266,11,20111266,2,2,FALSE,11,3,4
16,25,9,496,182,802,1921,624,865,204,758,515,9,411,688,2315,2449,290,520,2011,1272,20111272,12,0,0,0,FALSE,12,1,1
45,19,7,429,66,753,1700,734,752,260,474,332,13,258,537,2004,2096,150,325,2011,1276,20111276,8,20111276,1,1,FALSE,8,2,2
56,18,6,476,159,808,1774,581,762,202,651,454,14,382,603,2111,2180,202,426,2011,1277,20111277,10,0,0,0,FALSE,10,1,1
40,22,6,519,159,716,2005,624,924,227,696,512,10,389,659,2299,2587,311,401,2011,1281,20111281,11,0,0,0,FALSE,11,1,1
3,22,9,376,101,718,1648,537,747,184,675,457,9,427,595,1923,2135,262,467,2011,1287,20111287,13,20111287,1,1,FALSE,13,2,2
0,19,10,336,55,690,1530,602,652,231,680,525,10,342,564,1933,2060,168,420,2011,1294,20111294,15,0,0,0,FALSE,15,1,1
59,26,10,506,176,935,2049,519,921,173,777,515,7,468,536,2236,2530,202,446,2011,1314,20111314,2,20111314,3,3,FALSE,2,4,8
144,26,9,535,118,832,1723,661,803,259,782,567,6,350,481,2100,2432,147,342,2011,1323,20111323,2,20111323,1,1,FALSE,2,2,2
8,24,9,531,180,868,1993,700,986,264,797,572,9,411,614,2526,2808,203,451,2011,1324,20111324,13,0,0,0,FALSE,13,1,1
129,32,10,531,113,792,1890,608,933,251,715,504,2,381,485,2034,2621,244,346,2011,1326,20111326,1,20111326,2,2,FALSE,1,3,4
45,27,10,477,144,815,1783,490,787,161,660,438,6,511,486,1924,2173,225,409,2011,1330,20111330,9,0,0,0,FALSE,9,1,1
48,19,7,401,82,713,1694,619,741,208,538,390,14,329,517,2060,2080,147,348,2011,1336,20111336,10,0,0,0,FALSE,10,1,1
109,27,7,556,110,821,1761,482,835,188,762,512,5,455,576,1951,2370,154,373,2011,1338,20111338,1,20111338,1,1,FALSE,1,2,2
3,24,11,398,125,742,1584,493,733,184,593,435,6,293,528,1918,2085,175,369,2011,1343,20111343,13,0,0,0,FALSE,13,1,1
89,25,7,506,132,774,1836,605,822,222,645,459,7,353,577,1966,2325,201,331,2011,1345,20111345,3,20111345,1,1,FALSE,3,2,2
30,27,11,509,140,820,1831,668,848,267,612,423,7,308,547,2074,2386,208,363,2011,1350,20111350,12,20111350,2,2,FALSE,12,3,4
49,30,11,423,151,790,1824,551,835,185,597,418,2,403,486,1885,2273,198,353,2011,1361,20111361,2,20111361,2,2,FALSE,2,3,4
9,16,7,406,121,695,1488,546,671,202,554,424,13,253,571,1907,1968,209,415,2011,1364,20111364,15,0,0,0,FALSE,15,1,1
109,21,9,408,90,699,1715,412,780,136,768,546,11,349,604,2125,2242,256,398,2011,1385,20111385,6,0,0,0,FALSE,6,1,1
2,20,7,374,152,806,1724,552,696,192,687,442,13,375,643,1977,2026,253,497,2011,1389,20111389,14,0,0,0,FALSE,14,1,1
109,26,8,538,225,833,1892,597,887,210,675,445,7,416,507,2090,2429,289,400,2011,1393,20111393,3,20111393,1,1,FALSE,3,2,2
25,25,10,488,150,802,1828,551,819,195,630,437,7,353,510,1989,2270,222,345,2011,1396,20111396,7,20111396,1,1,FALSE,7,2,2
74,19,5,433,121,795,1898,565,822,172,754,515,14,458,649,2221,2331,246,436,2011,1397,20111397,9,0,0,0,FALSE,9,1,1
82,27,8,458,167,908,1983,515,900,194,857,553,7,469,585,2087,2547,198,402,2011,1400,20111400,4,20111400,1,1,FALSE,4,2,2
44,23,7,415,49,733,1603,492,712,166,763,537,8,379,574,1906,2127,202,405,2011,1401,20111401,7,0,0,0,FALSE,7,1,1
6,22,7,410,94,735,1677,674,738,227,506,364,8,345,504,1870,2067,160,368,2011,1412,20111412,12b,0,0,-1,TRUE,12,1,1
43,22,8,468,185,813,1720,506,785,166,736,503,10,378,560,2105,2239,174,475,2011,1417,20111417,7,20111417,1,1,FALSE,7,2,2
0,16,8,406,127,675,1631,428,732,141,681,477,13,329,570,1995,2082,260,441,2011,1421,20111421,16b,20111421,1,0,TRUE,16,1,1
25,24,8,497,121,766,1782,534,821,177,699,482,8,360,619,2004,2301,260,405,2011,1424,20111424,8,0,0,0,FALSE,8,1,1
53,19,7,398,98,787,1794,568,798,203,623,407,14,335,569,2072,2206,197,375,2011,1425,20111425,11a,0,0,-1,TRUE,11,1,1
0,16,9,365,69,698,1587,570,681,207,660,475,13,300,573,2051,2044,197,391,2011,1427,20111427,16b,20111427,1,0,TRUE,16,1,1
0,29,9,463,104,852,1673,522,780,187,726,534,3,339,552,1856,2281,155,378,2011,1429,20111429,12,0,0,0,FALSE,12,1,1
30,23,5,483,125,717,1896,774,825,278,701,504,11,371,620,2293,2432,290,393,2011,1433,20111433,11b,20111433,5,4,TRUE,11,5,16
52,23,8,442,160,860,1807,695,825,257,814,608,10,359,538,2232,2515,174,434,2011,1435,20111435,5,0,0,0,FALSE,5,1,1
