,Season,team,opp,result,team_seed,opp_seed,team_n_seed,opp_n_seed
1149,2006,1314,1206,0,Z03,Z11,3,11
1150,2006,1326,1207,0,Y02,Y07,2,7
1151,2006,1137,1272,0,X09,X01,9,1
1152,2006,1301,1400,0,W10,W02,10,2
1153,2006,1112,1437,0,Y08,Y01,8,1
1154,2006,1322,1452,0,W14,W06,14,6
1155,2006,1181,1261,0,W01,W04,1,4
1156,2006,1133,1272,0,X13,X01,13,1
1157,2006,1452,1400,0,W06,W02,6,2
1158,2006,1211,1417,0,X03,X02,3,2
1159,2006,1449,1163,0,Z05,Z01,5,1
1160,2006,1207,1196,0,Y07,Y03,7,3
1161,2006,1455,1206,0,Z07,Z11,7,11
1162,2006,1130,1437,0,Y04,Y01,4,1
1163,2006,1400,1261,0,W02,W04,2,4
1164,2006,1272,1417,0,X01,X02,1,2
1165,2006,1437,1196,0,Y01,Y03,1,3
1166,2006,1163,1206,0,Z01,Z11,1,11
1167,2006,1206,1196,0,Z11,Y03,11,3
1168,2006,1261,1417,0,W04,X02,4,2
1169,2006,1417,1196,0,X02,Y03,2,3
1170,2007,1197,1310,0,Z16a,Z16b,16,16
1171,2007,1403,1130,0,W10,W07,10,7
1172,2007,1330,1139,0,Y12,Y05,12,5
1173,2007,1125,1207,0,W15,W02,15,2
1174,2007,1211,1231,0,Z10,Z07,10,7
1175,2007,1390,1257,0,X11,X06,11,6
1176,2007,1172,1268,0,Y13,Y04,13,4
1177,2007,1266,1277,0,W08,W09,8,9
1178,2007,1184,1314,0,W16,W01,16,1
1179,2007,1148,1326,0,X16,X01,16,1
1180,2007,1460,1338,0,Z14,Z03,14,3
1181,2007,1335,1401,0,X14,X03,14,3
1182,2007,1451,1417,0,Z15,Z02,15,2
1183,2007,1181,1433,0,Z06,Z11,6,11
1184,2007,1203,1435,0,W11,W06,11,6
1185,2007,1331,1450,0,W14,W03,14,3
1186,2007,1140,1462,0,X08,X09,8,9
1187,2007,1238,1196,0,Y16,Y01,16,1
1188,2007,1310,1242,0,Z16b,Z01,16,1
1189,2007,1437,1246,0,Z09,Z08,9,8
1190,2007,1317,1272,0,X15,X02,15,2
1191,2007,1166,1305,0,X10,X07,10,7
1192,2007,1275,1332,0,Y14,Y03,14,3
1193,2007,1112,1345,0,Y08,Y09,8,9
1194,2007,1221,1356,0,Z13,Z04,13,4
1195,2007,1253,1397,0,X12,X05,12,5
1196,2007,1308,1400,0,W13,W04,13,4
1197,2007,1210,1424,0,Y10,Y07,10,7
1198,2007,1116,1425,0,W12,W05,12,5
1199,2007,1107,1438,0,X13,X04,13,4
1200,2007,1228,1439,0,Z12,Z05,12,5
1201,2007,1323,1457,0,Y06,Y11,6,11
1202,2007,1394,1458,0,Y15,Y02,15,2
1203,2007,1268,1139,0,Y04,Y05,4,5
1204,2007,1130,1207,0,W07,W02,7,2
1205,2007,1277,1314,0,W09,W01,9,1
1206,2007,1462,1326,0,X09,X01,9,1
1207,2007,1433,1338,0,Z11,Z03,11,3
1208,2007,1257,1401,0,X06,X03,6,3
1209,2007,1231,1417,0,Z07,Z02,7,2
1210,2007,1450,1435,0,W03,W06,3,6
1211,2007,1345,1196,0,Y09,Y01,9,1
1212,2007,1246,1242,0,Z08,Z01,8,1
1213,2007,1305,1272,0,X07,X02,7,2
1214,2007,1457,1332,0,Y11,Y03,11,3
1215,2007,1439,1356,0,Z05,Z04,5,4
1216,2007,1438,1397,0,X04,X05,4,5
1217,2007,1458,1424,0,Y02,Y07,2,7
1218,2007,1400,1425,0,W04,W05,4,5
1219,2007,1356,1242,0,Z04,Z01,4,1
1220,2007,1401,1272,0,X03,X02,3,2
1221,2007,1397,1326,0,X05,X01,5,1
1222,2007,1338,1417,0,Z03,Z02,3,2
1223,2007,1139,1196,0,Y05,Y01,5,1
1224,2007,1435,1207,0,W06,W02,6,2
1225,2007,1425,1314,0,W05,W01,5,1
1226,2007,1424,1332,0,Y07,Y03,7,3
1227,2007,1272,1326,0,X02,X01,2,1
1228,2007,1242,1417,0,Z01,Z02,1,2
1229,2007,1332,1196,0,Y03,Y01,3,1
1230,2007,1314,1207,0,W01,W02,1,2
1231,2007,1417,1196,0,Z02,Y01,2,1
1232,2007,1207,1326,0,W02,X01,2,1
1233,2007,1326,1196,0,X01,Y01,1,1
1234,2008,1164,1291,0,W16a,W16b,16,16
1235,2008,1125,1181,0,Z15,Z02,15,2
1236,2008,1340,1242,0,X16,X01,16,1
1237,2008,1425,1243,0,X06,X11,6,11
1238,2008,1246,1266,0,Y11,Y06,11,6
1239,2008,1396,1277,0,Y12,Y05,12,5
1240,2008,1206,1323,0,W12,W05,12,5
1241,2008,1331,1338,0,Y13,Y04,13,4
1242,2008,1124,1345,0,Z11,Z06,11,6
1243,2008,1165,1390,0,Y14,Y03,14,3
1244,2008,1140,1401,0,Z08,Z09,8,9
1245,2008,1290,1417,0,Z16,Z01,16,1
1246,2008,1245,1424,0,X09,X08,9,8
1247,2008,1457,1450,0,W13,W04,13,4
1248,2008,1112,1452,0,Z10,Z07,10,7
1249,2008,1168,1458,0,X14,X03,14,3
1250,2008,1208,1462,0,Z14,Z03,14,3
1251,2008,1231,1116,0,W08,W09,8,9
1252,2008,1375,1139,0,W10,W07,10,7
1253,2008,1211,1172,0,X07,X10,7,10
1254,2008,1420,1207,0,X15,X02,15,2
1255,2008,1129,1257,0,W14,W03,14,3
1256,2008,1426,1272,0,Y16,Y01,16,1
1257,2008,1388,1274,0,Y10,Y07,10,7
1258,2008,1332,1280,0,Y09,Y08,9,8
1259,2008,1291,1314,0,W16b,W01,16,1
1260,2008,1386,1328,0,W11,W06,11,6
1261,2008,1163,1360,0,Z04,Z13,4,13
1262,2008,1435,1373,0,X04,X13,4,13
1263,2008,1110,1397,0,W15,W02,15,2
1264,2008,1122,1400,0,Y15,Y02,15,2
1265,2008,1155,1437,0,X05,X12,5,12
1266,2008,1179,1443,0,Z05,Z12,5,12
1267,2008,1424,1242,0,X08,X01,8,1
1268,2008,1338,1277,0,Y04,Y05,4,5
1269,2008,1266,1390,0,Y06,Y03,6,3
1270,2008,1401,1417,0,Z09,Z01,9,1
1271,2008,1323,1450,0,W05,W04,5,4
1272,2008,1181,1452,0,Z02,Z07,2,7
1273,2008,1243,1458,0,X11,X03,11,3
1274,2008,1345,1462,0,Z06,Z03,6,3
1275,2008,1207,1172,0,X02,X10,2,10
1276,2008,1328,1257,0,W06,W03,6,3
1277,2008,1280,1272,0,Y08,Y01,8,1
1278,2008,1116,1314,0,W09,W01,9,1
1279,2008,1139,1397,0,W07,W02,7,2
1280,2008,1274,1400,0,Y07,Y02,7,2
1281,2008,1373,1437,0,X13,X12,13,12
1282,2008,1360,1443,0,Z13,Z12,13,12
1283,2008,1397,1257,0,W02,W03,2,3
1284,2008,1450,1314,0,W04,W01,4,1
1285,2008,1443,1417,0,Z12,Z01,12,1
1286,2008,1452,1462,0,Z07,Z03,7,3
1287,2008,1458,1172,0,X03,X10,3,10
1288,2008,1437,1242,0,X12,X01,12,1
1289,2008,1277,1272,0,Y05,Y01,5,1
1290,2008,1390,1400,0,Y03,Y02,3,2
1291,2008,1257,1314,0,W03,W01,3,1
1292,2008,1462,1417,0,Z03,Z01,3,1
1293,2008,1172,1242,0,X10,X01,10,1
1294,2008,1400,1272,0,Y02,Y01,2,1
1295,2008,1314,1242,0,W01,X01,1,1
1296,2008,1417,1272,0,Z01,Y01,1,1
1297,2008,1272,1242,0,Y01,X01,1,1
1298,2009,1106,1287,0,Y16a,Y16b,16,16
1299,2009,1151,1163,0,Z16,Z01,16,1
1300,2009,1127,1181,0,W15,W02,15,2
1301,2009,1103,1211,0,X13,X04,13,4
1302,2009,1139,1261,0,X09,X08,9,8
1303,2009,1143,1268,0,Z07,Z10,7,10
1304,2009,1169,1272,0,Z15,Z02,15,2
1305,2009,1155,1276,0,X07,X10,7,10
1306,2009,1347,1314,0,X16,X01,16,1
1307,2009,1288,1328,0,X15,X02,15,2
1308,2009,1320,1345,0,Z12,Z05,12,5
1309,2009,1278,1400,0,W10,W07,10,7
1310,2009,1140,1401,0,Z08,Z09,8,9
1311,2009,1433,1417,0,W11,W06,11,6
1312,2009,1110,1437,0,W14,W03,14,3
1313,2009,1228,1443,0,X05,X12,5,12
1314,2009,1280,1449,0,Z13,Z04,13,4
1315,2009,1428,1112,0,Y05,Y12,5,12
1316,2009,1396,1113,0,X11,X06,11,6
1317,2009,1448,1156,0,Y04,Y13,4,13
1318,2009,1452,1173,0,Y06,Y11,6,11
1319,2009,1295,1242,0,Y14,Y03,14,3
1320,2009,1287,1257,0,Y16b,Y01,16,1
1321,2009,1429,1266,0,Z11,Z06,11,6
1322,2009,1352,1277,0,Y15,Y02,15,2
1323,2009,1165,1281,0,Z14,Z03,14,3
1324,2009,1397,1329,0,W09,W08,9,8
1325,2009,1190,1338,0,W16,W01,16,1
1326,2009,1326,1373,0,Y08,Y09,8,9
1327,2009,1372,1393,0,X14,X03,14,3
1328,2009,1130,1425,0,Y07,Y10,7,10
1329,2009,1199,1458,0,W05,W12,5,12
1330,2009,1340,1462,0,W13,W04,13,4
1331,2009,1401,1163,0,Z09,Z01,9,1
1332,2009,1400,1181,0,W07,W02,7,2
1333,2009,1443,1211,0,X12,X04,12,4
1334,2009,1268,1272,0,Z10,Z02,10,2
1335,2009,1261,1314,0,X08,X01,8,1
1336,2009,1276,1328,0,X10,X02,10,2
1337,2009,1449,1345,0,Z04,Z05,4,5
1338,2009,1417,1437,0,W06,W03,6,3
1339,2009,1156,1112,0,Y13,Y12,13,12
1340,2009,1173,1242,0,Y11,Y03,11,3
1341,2009,1373,1257,0,Y09,Y01,9,1
1342,2009,1425,1277,0,Y10,Y02,10,2
1343,2009,1266,1281,0,Z06,Z03,6,3
1344,2009,1329,1338,0,W08,W01,8,1
1345,2009,1113,1393,0,X06,X03,6,3
1346,2009,1458,1462,0,W12,W04,12,4
1347,2009,1345,1163,0,Z05,Z01,5,1
1348,2009,1272,1281,0,Z02,Z03,2,3
1349,2009,1462,1338,0,W04,W01,4,1
1350,2009,1181,1437,0,W02,W03,2,3
1351,2009,1112,1257,0,Y12,Y01,12,1
1352,2009,1242,1277,0,Y03,Y02,3,2
1353,2009,1211,1314,0,X04,X01,4,1
1354,2009,1393,1328,0,X03,X02,3,2
1355,2009,1281,1163,0,Z03,Z01,3,1
1356,2009,1338,1437,0,W01,W03,1,3
1357,2009,1257,1277,0,Y01,Y02,1,2
1358,2009,1328,1314,0,X02,X01,2,1
1359,2009,1163,1277,0,Z01,Y02,1,2
1360,2009,1437,1314,0,W03,X01,3,1
1361,2009,1277,1314,0,Y02,X01,2,1
1362,2010,1457,1115,0,X16b,X16a,16,16
1363,2010,1358,1124,0,X14,X03,14,3
1364,2010,1431,1139,0,Z12,Z05,12,5
1365,2010,1196,1140,0,Z10,Z07,10,7
1366,2010,1250,1242,0,Y16,Y01,16,1
1367,2010,1317,1243,0,Z15,Z02,15,2
1368,2010,1190,1246,0,W16,W01,16,1
1369,2010,1435,1293,0,Z04,Z13,4,13
1370,2010,1285,1307,0,W14,W03,14,3
1371,2010,1424,1320,0,Y08,Y09,8,9
1372,2010,1207,1325,0,Y03,Y14,3,14
1373,2010,1323,1330,0,X06,X11,6,11
1374,2010,1350,1388,0,X07,X10,7,10
1375,2010,1361,1397,0,Y11,Y06,11,6
1376,2010,1352,1437,0,X15,X02,15,2
1377,2010,1400,1448,0,W08,W09,8,9
1378,2010,1266,1449,0,W06,W11,6,11
1379,2010,1257,1143,0,X09,X08,9,8
1380,2010,1396,1165,0,W05,W12,5,12
1381,2010,1115,1181,0,X16a,X01,16,1
1382,2010,1329,1210,0,Y07,Y10,7,10
1383,2010,1199,1211,0,Z09,Z08,9,8
1384,2010,1222,1268,0,Y13,Y04,13,4
1385,2010,1308,1277,0,Y12,Y05,12,5
1386,2010,1155,1281,0,W07,W10,7,10
1387,2010,1364,1326,0,Y15,Y02,15,2
1388,2010,1324,1338,0,Z14,Z03,14,3
1389,2010,1373,1345,0,X13,X04,13,4
1390,2010,1436,1393,0,Z16,Z01,16,1
1391,2010,1429,1401,0,X12,X05,12,5
1392,2010,1288,1452,0,W15,W02,15,2
1393,2010,1459,1458,0,W13,W04,13,4
1394,2010,1278,1462,0,Z11,Z06,11,6
1395,2010,1330,1124,0,X11,X03,11,3
1396,2010,1293,1139,0,Z13,Z05,13,5
1397,2010,1140,1243,0,Z07,Z02,7,2
1398,2010,1448,1246,0,W09,W01,9,1
1399,2010,1242,1320,0,Y01,Y09,1,9
1400,2010,1437,1388,0,X02,X10,2,10
1401,2010,1325,1397,0,Y14,Y06,14,6
1402,2010,1307,1449,0,W03,W11,3,11
1403,2010,1458,1165,0,W04,W12,4,12
1404,2010,1143,1181,0,X08,X01,8,1
1405,2010,1268,1277,0,Y04,Y05,4,5
1406,2010,1210,1326,0,Y10,Y02,10,2
1407,2010,1401,1345,0,X05,X04,5,4
1408,2010,1211,1393,0,Z08,Z01,8,1
1409,2010,1281,1452,0,W10,W02,10,2
1410,2010,1338,1462,0,Z03,Z06,3,6
1411,2010,1393,1139,0,Z01,Z05,1,5
1412,2010,1462,1243,0,Z06,Z02,6,2
1413,2010,1165,1246,0,W12,W01,12,1
1414,2010,1449,1452,0,W11,W02,11,2
1415,2010,1388,1124,0,X10,X03,10,3
1416,2010,1345,1181,0,X04,X01,4,1
1417,2010,1320,1277,0,Y09,Y05,9,5
1418,2010,1326,1397,0,Y02,Y06,2,6
1419,2010,1243,1139,0,Z02,Z05,2,5
1420,2010,1246,1452,0,W01,W02,1,2
1421,2010,1124,1181,0,X03,X01,3,1
1422,2010,1397,1277,0,Y06,Y05,6,5
1423,2010,1277,1139,0,Y05,Z05,5,5
1424,2010,1452,1181,0,W02,X01,2,1
1425,2010,1139,1181,0,Z05,X01,5,1
1426,2011,1412,1155,0,W12b,W12a,12,12
1427,2011,1114,1421,0,Y16a,Y16b,16,16
1428,2011,1106,1427,0,W16a,W16b,16,16
1429,2011,1425,1433,0,Z11a,Z11b,11,11
1430,2011,1330,1139,0,Y09,Y08,9,8
1431,2011,1459,1140,0,Y14,Y03,14,3
1432,2011,1281,1153,0,X11,X06,11,6
1433,2011,1137,1163,0,X14,X03,14,3
1434,2011,1364,1196,0,Y15,Y02,15,2
1435,2011,1385,1211,0,Y06,Y11,6,11
1436,2011,1429,1243,0,Y12,Y05,12,5
1437,2011,1343,1246,0,W13,W04,13,4
1438,2011,1257,1287,0,Z04,Z13,4,13
1439,2011,1421,1338,0,Y16b,Y01,16,1
1440,2011,1435,1350,0,Z05,Z12,5,12
1441,2011,1294,1361,0,X15,X02,15,2
1442,2011,1336,1396,0,X10,X07,10,7
1443,2011,1277,1417,0,Y10,Y07,10,7
1444,2011,1155,1452,0,W12a,W05,12,5
1445,2011,1125,1458,0,Y13,Y04,13,4
1446,2011,1272,1112,0,X12,X05,12,5
1447,2011,1214,1181,0,X16,X01,16,1
1448,2011,1401,1199,0,Z07,Z10,7,10
1449,2011,1437,1206,0,W09,W08,9,8
1450,2011,1424,1228,0,Z08,Z09,8,9
1451,2011,1131,1242,0,Z16,Z01,16,1
1452,2011,1462,1266,0,W06,W11,6,11
1453,2011,1397,1276,0,X09,X08,9,8
1454,2011,1254,1314,0,W15,W02,15,2
1455,2011,1103,1323,0,Z15,Z02,15,2
1456,2011,1427,1326,0,W16b,W01,16,1
1457,2011,1389,1345,0,Z14,Z03,14,3
1458,2011,1232,1393,0,W14,W03,14,3
1459,2011,1324,1400,0,X13,X04,13,4
1460,2011,1207,1433,0,Z06,Z11b,6,11
1461,2011,1208,1449,0,W10,W07,10,7
1462,2011,1338,1139,0,Y01,Y08,1,8
1463,2011,1211,1140,0,Y11,Y03,11,3
1464,2011,1153,1163,0,X06,X03,6,3
1465,2011,1417,1196,0,Y07,Y02,7,2
1466,2011,1452,1246,0,W05,W04,5,4
1467,2011,1287,1350,0,Z13,Z12,13,12
1468,2011,1396,1361,0,X07,X02,7,2
1469,2011,1243,1458,0,Y05,Y04,5,4
1470,2011,1400,1112,0,X04,X05,4,5
1471,2011,1276,1181,0,X08,X01,8,1
1472,2011,1323,1199,0,Z02,Z10,2,10
1473,2011,1228,1242,0,Z09,Z01,9,1
1474,2011,1393,1266,0,W03,W11,3,11
1475,2011,1449,1314,0,W07,W02,7,2
1476,2011,1206,1326,0,W08,W01,8,1
1477,2011,1345,1433,0,Z03,Z11b,3,11
1478,2011,1181,1112,0,X01,X05,1,5
1479,2011,1458,1139,0,Y04,Y08,4,8
1480,2011,1361,1163,0,X02,X03,2,3
1481,2011,1140,1196,0,Y03,Y02,3,2
1482,2011,1350,1242,0,Z12,Z01,12,1
1483,2011,1326,1246,0,W01,W04,1,4
1484,2011,1266,1314,0,W11,W02,11,2
1485,2011,1199,1433,0,Z10,Z11b,10,11
1486,2011,1196,1139,0,Y02,Y08,2,8
1487,2011,1112,1163,0,X05,X03,5,3
1488,2011,1314,1246,0,W02,W04,2,4
1489,2011,1242,1433,0,Z01,Z11b,1,11
1490,2011,1433,1139,0,Z11b,Y08,11,8
1491,2011,1246,1163,0,W04,X03,4,3
1492,2011,1139,1163,0,Y08,X03,8,3
1493,2012,1233,1140,0,Z14b,Z14a,14,14
1494,2012,1290,1443,0,Y16a,Y16b,16,16
1495,2012,1143,1378,0,X12a,X12b,12,12
1496,2012,1249,1436,0,X16a,X16b,16,16
1497,2012,1355,1124,0,Y14,Y03,14,3
1498,2012,1424,1160,0,Y06,Y11,6,11
1499,2012,1452,1211,0,W10,W07,10,7
1500,2012,1308,1231,0,Y13,Y04,13,4
1501,2012,1163,1235,0,Y09,Y08,9,8
1502,2012,1379,1243,0,W09,W08,9,8
1503,2012,1443,1246,0,Y16b,Y01,16,1
1504,2012,1172,1257,0,Z13,Z04,13,4
1505,2012,1140,1266,0,Z14a,Z03,14,3
1506,2012,1161,1293,0,Z11,Z06,11,6
1507,2012,1253,1307,0,Z12,Z05,12,5
1508,2012,1259,1326,0,W15,W02,15,2
1509,2012,1421,1393,0,W16,W01,16,1
1510,2012,1455,1433,0,Y05,Y12,5,12
1511,2012,1217,1435,0,W12,W05,12,5
1512,2012,1285,1458,0,W13,W04,13,4
1513,2012,1400,1153,0,W11,W06,11,6
1514,2012,1104,1166,0,X09,X08,9,8
1515,2012,1438,1196,0,Z10,Z07,10,7
1516,2012,1382,1199,0,W14,W03,14,3
1517,2012,1125,1207,0,X14,X03,14,3
1518,2012,1178,1242,0,X15,X02,15,2
1519,2012,1181,1250,0,Y02,Y15,2,15
1520,2012,1254,1277,0,Z16,Z01,16,1
1521,2012,1361,1301,0,X06,X11,6,11
1522,2012,1281,1313,0,Z02,Z15,2,15
1523,2012,1436,1314,0,X16b,X01,16,1
1524,2012,1276,1325,0,X04,X13,4,13
1525,2012,1388,1345,0,X07,X10,7,10
1526,2012,1396,1378,0,X05,X12b,5,12
1527,2012,1272,1387,0,Z08,Z09,8,9
1528,2012,1323,1462,0,Y07,Y10,7,10
1529,2012,1160,1124,0,Y11,Y03,11,3
1530,2012,1433,1231,0,Y12,Y04,12,4
1531,2012,1235,1246,0,Y08,Y01,8,1
1532,2012,1307,1257,0,Z05,Z04,5,4
1533,2012,1293,1266,0,Z06,Z03,6,3
1534,2012,1211,1326,0,W07,W02,7,2
1535,2012,1243,1393,0,W08,W01,8,1
1536,2012,1435,1458,0,W05,W04,5,4
1537,2012,1199,1153,0,W03,W06,3,6
1538,2012,1313,1196,0,Z15,Z07,15,7
1539,2012,1345,1242,0,X10,X02,10,2
1540,2012,1387,1277,0,Z09,Z01,9,1
1541,2012,1207,1301,0,X03,X11,3,11
1542,2012,1166,1314,0,X08,X01,8,1
1543,2012,1378,1325,0,X12b,X13,12,13
1544,2012,1250,1462,0,Y15,Y10,15,10
1545,2012,1266,1196,0,Z03,Z07,3,7
1546,2012,1277,1257,0,Z01,Z04,1,4
1547,2012,1153,1326,0,W06,W02,6,2
1548,2012,1458,1393,0,W04,W01,4,1
1549,2012,1462,1124,0,Y10,Y03,10,3
1550,2012,1301,1242,0,X11,X02,11,2
1551,2012,1231,1246,0,Y04,Y01,4,1
1552,2012,1325,1314,0,X13,X01,13,1
1553,2012,1196,1257,0,Z07,Z04,7,4
1554,2012,1393,1326,0,W01,W02,1,2
1555,2012,1314,1242,0,X01,X02,1,2
1556,2012,1124,1246,0,Y03,Y01,3,1
1557,2012,1326,1242,0,W02,X02,2,2
1558,2012,1257,1246,0,Z04,Y01,4,1
1559,2012,1242,1246,0,X02,Y01,2,1
1560,2013,1251,1299,0,Y16a,Y16b,16,16
1561,2013,1292,1388,0,Y11a,Y11b,11,11
1562,2013,1254,1241,0,W16b,W16a,16,16
1563,2013,1129,1247,0,Z13a,Z13b,13,13
1564,2013,1125,1112,0,Z11,Z06,11,6
1565,2013,1137,1139,0,W11,W06,11,6
1566,2013,1424,1143,0,W05,W12,5,12
1567,2013,1281,1161,0,Y09,Y08,9,8
1568,2013,1380,1211,0,Z16,Z01,16,1
1569,2013,1307,1217,0,Z03,Z14,3,14
1570,2013,1299,1257,0,Y16b,Y01,16,1
1571,2013,1172,1266,0,W14,W03,14,3
1572,2013,1388,1272,0,Y11b,Y06,11,6
1573,2013,1355,1276,0,X13,X04,13,4
1574,2013,1434,1277,0,Y14,Y03,14,3
1575,2013,1329,1332,0,Y05,Y12,5,12
1576,2013,1308,1387,0,Y13,Y04,13,4
1577,2013,1285,1393,0,W13,W04,13,4
1578,2013,1103,1433,0,X12,X05,12,5
1579,2013,1338,1455,0,Z08,Z09,8,9
1580,2013,1153,1166,0,Y10,Y07,10,7
1581,2013,1107,1181,0,Y15,Y02,15,2
1582,2013,1207,1195,0,X02,X15,2,15
1583,2013,1322,1196,0,X14,X03,14,3
1584,2013,1160,1228,0,W10,W07,10,7
1585,2013,1241,1231,0,W16a,W01,16,1
1586,2013,1323,1235,0,Z07,Z10,7,10
1587,2013,1443,1242,0,X16,X01,16,1
1588,2013,1243,1247,0,Z04,Z13b,4,13
1589,2013,1334,1274,0,W15,W02,15,2
1590,2013,1417,1278,0,X06,X11,6,11
1591,2013,1458,1279,0,Z05,Z12,5,12
1592,2013,1437,1314,0,X09,X08,9,8
1593,2013,1233,1326,0,Z15,Z02,15,2
1594,2013,1328,1361,0,X10,X07,10,7
1595,2013,1301,1396,0,W08,W09,8,9
1596,2013,1217,1112,0,Z14,Z06,14,6
1597,2013,1161,1257,0,Y08,Y01,8,1
1598,2013,1139,1266,0,W06,W03,6,3
1599,2013,1433,1276,0,X05,X04,5,4
1600,2013,1272,1277,0,Y06,Y03,6,3
1601,2013,1387,1332,0,Y04,Y12,4,12
1602,2013,1143,1393,0,W12,W04,12,4
1603,2013,1211,1455,0,Z01,Z09,1,9
1604,2013,1166,1181,0,Y07,Y02,7,2
1605,2013,1361,1195,0,X07,X15,7,15
1606,2013,1278,1196,0,X11,X03,11,3
1607,2013,1396,1231,0,W09,W01,9,1
1608,2013,1314,1242,0,X08,X01,8,1
1609,2013,1279,1247,0,Z12,Z13b,12,13
1610,2013,1228,1274,0,W07,W02,7,2
1611,2013,1235,1326,0,Z10,Z02,10,2
1612,2013,1274,1266,0,W02,W03,2,3
1613,2013,1112,1326,0,Z06,Z02,6,2
1614,2013,1231,1393,0,W01,W04,1,4
1615,2013,1247,1455,0,Z13b,Z09,13,9
1616,2013,1277,1181,0,Y03,Y02,3,2
1617,2013,1195,1196,0,X15,X03,15,3
1618,2013,1332,1257,0,Y12,Y01,12,1
1619,2013,1242,1276,0,X01,X04,1,4
1620,2013,1266,1393,0,W03,W04,3,4
1621,2013,1326,1455,0,Z02,Z09,2,9
1622,2013,1181,1257,0,Y02,Y01,2,1
1623,2013,1196,1276,0,X03,X04,3,4
1624,2013,1455,1257,0,Z09,Y01,9,1
1625,2013,1393,1276,0,W04,X04,4,4
1626,2013,1276,1257,0,X04,Y01,4,1
1627,2014,1291,1107,0,X16b,X16a,16,16
1628,2014,1462,1301,0,Y12b,Y12a,12,12
1629,2014,1411,1142,0,Y16b,Y16a,16,16
1630,2014,1234,1397,0,Y11a,Y11b,11,11
1631,2014,1386,1163,0,W10,W07,10,7
1632,2014,1326,1173,0,X06,X11,6,11
1633,2014,1107,1196,0,X16a,X01,16,1
1634,2014,1153,1217,0,W05,W12,5,12
1635,2014,1264,1257,0,Y13,Y04,13,4
1636,2014,1459,1276,0,Y15,Y02,15,2
1637,2014,1174,1277,0,W13,W04,13,4
1638,2014,1328,1295,0,Z05,Z12,5,12
1639,2014,1140,1332,0,Z10,Z07,10,7
1640,2014,1160,1338,0,X08,X09,8,9
1641,2014,1308,1361,0,Z13,Z04,13,4
1642,2014,1301,1387,0,Y12a,Y05,12,5
1643,2014,1444,1393,0,X14,X03,14,3
1644,2014,1113,1400,0,Y10,Y07,10,7
1645,2014,1454,1437,0,W15,W02,15,2
1646,2014,1110,1458,0,Z15,Z02,15,2
1647,2014,1451,1112,0,Z16,Z01,16,1
1648,2014,1304,1124,0,Z11,Z06,11,6
1649,2014,1418,1166,0,Z14,Z03,14,3
1650,2014,1329,1211,0,Z09,Z08,9,8
1651,2014,1300,1235,0,W14,W03,14,3
1652,2014,1184,1242,0,X15,X02,15,2
1653,2014,1243,1246,0,Y09,Y08,9,8
1654,2014,1203,1272,0,W09,W08,9,8
1655,2014,1181,1273,0,Y03,Y14,3,14
1656,2014,1344,1314,0,W11,W06,11,6
1657,2014,1433,1372,0,X05,X12,5,12
1658,2014,1307,1390,0,X07,X10,7,10
1659,2014,1269,1397,0,Y06,Y11b,6,11
1660,2014,1409,1417,0,X13,X04,13,4
1661,2014,1157,1438,0,W16,W01,16,1
1662,2014,1142,1455,0,Y16a,Y01,16,1
1663,2014,1437,1163,0,W02,W07,2,7
1664,2014,1393,1173,0,X03,X11,3,11
1665,2014,1338,1196,0,X09,X01,9,1
1666,2014,1387,1257,0,Y05,Y04,5,4
1667,2014,1400,1276,0,Y07,Y02,7,2
1668,2014,1217,1277,0,W12,W04,12,4
1669,2014,1295,1361,0,Z12,Z04,12,4
1670,2014,1332,1458,0,Z07,Z02,7,2
1671,2014,1211,1112,0,Z08,Z01,8,1
1672,2014,1166,1124,0,Z03,Z06,3,6
1673,2014,1314,1235,0,W06,W03,6,3
1674,2014,1455,1246,0,Y01,Y08,1,8
1675,2014,1242,1390,0,X02,X10,2,10
1676,2014,1273,1397,0,Y14,Y11b,14,11
1677,2014,1372,1417,0,X12,X04,12,4
1678,2014,1272,1438,0,W08,W01,8,1
1679,2014,1361,1112,0,Z04,Z01,4,1
1680,2014,1390,1173,0,X10,X11,10,11
1681,2014,1417,1196,0,X04,X01,4,1
1682,2014,1124,1458,0,Z06,Z02,6,2
1683,2014,1235,1163,0,W03,W07,3,7
1684,2014,1257,1246,0,Y04,Y08,4,8
1685,2014,1397,1276,0,Y11b,Y02,11,2
1686,2014,1438,1277,0,W01,W04,1,4
1687,2014,1173,1196,0,X11,X01,11,1
1688,2014,1112,1458,0,Z01,Z02,1,2
1689,2014,1277,1163,0,W04,W07,4,7
1690,2014,1276,1246,0,Y02,Y08,2,8
1691,2014,1196,1163,0,X01,W07,1,7
1692,2014,1458,1246,0,Z02,Y08,2,8
1693,2014,1246,1163,0,Y08,W07,8,7
1694,2015,1264,1214,0,Y16b,Y16a,16,16
1695,2015,1140,1279,0,Z11a,Z11b,11,11
1696,2015,1129,1173,0,W11a,W11b,11,11
1697,2015,1316,1352,0,X16a,X16b,16,16
1698,2015,1411,1112,0,Z15,Z02,15,2
1699,2015,1459,1116,0,Z12,Z05,12,5
1700,2015,1400,1139,0,Y11,Y06,11,6
1701,2015,1345,1153,0,Y09,Y08,9,8
1702,2015,1186,1207,0,X13,X04,13,4
1703,2015,1124,1209,0,Z03,Z14,3,14
