Season,Team,ELO
1995,1141,1128
1995,1165,1206
1995,1180,1658
1995,1183,1396
1995,1185,1645
1995,1198,1404
1995,1217,1166
1995,1231,1769
1995,1241,1488
1995,1245,1372
1995,1251,1404
1995,1256,1397
1995,1270,1384
1995,1287,1404
1995,1318,1546
1995,1331,1290
1995,1338,1617
1995,1350,1363
1995,1352,1140
1995,1361,1466
1995,1374,1344
1995,1386,1712
1995,1395,1466
1995,1405,1534
1995,1409,1824
1995,1414,1509
1995,1421,1268
1995,1426,1353
1995,1453,1736
1995,1123,1698
1995,1402,1264
1995,1148,1135
1995,1248,1025
1995,1249,1317
1995,1275,1755
1995,1302,1055
1995,1410,1531
1995,1443,1847
1995,1169,1265
1995,1232,1316
1995,1431,1618
1995,1457,1222
1995,1175,1110
1995,1391,1395
1995,1403,1693
1995,1463,1203
1995,1152,1211
1995,1351,1515
1995,1271,1315
1995,1353,1623
1995,1179,1531
1995,1254,1331
1995,1273,1375
1995,1347,1434
1995,1359,1403
1995,1382,1624
1995,1434,1591
1995,1460,1540
1995,1464,1415
1995,1216,1367
1995,1227,1618
1995,1337,1372
1995,1416,1352
1995,1159,1589
1995,1225,1462
1995,1156,1327
1995,1291,1549
1995,1310,1192
1995,1354,1367
1995,1380,1261
1995,1447,1378
1995,1454,1158
1995,1427,1437
1995,1368,1291
1995,1151,1603
1995,1399,1337
1995,1164,1590
1995,1284,1406
1995,1383,1240
1995,1461,1456
1995,1424,1499
1995,1170,1145
1995,1238,1358
1995,1137,1379
1995,1186,1249
1995,1157,1162
1995,1111,1326
1995,1202,1283
1995,1372,1429
1995,1404,1259
1995,1407,1337
1995,1204,1208
1995,1282,1258
1995,1420,1404
1995,1108,1119
1995,1110,1441
1995,1126,1368
1995,1299,1467
1995,1456,1288
1995,1106,1322
1995,1292,1314
1995,1319,1343
1995,1419,1493
1995,1178,1535
1995,1288,1136
1995,1418,1343
1995,1441,1419
1995,1200,1361
1995,1341,1111
1995,1440,1287
1995,1197,1044
1995,1363,1328
1996,1112,1874
1996,1116,1781
1996,1210,1889
1996,1276,1710
1996,1328,1699
1996,1451,1635
1996,1207,1962
1996,1396,1800
1996,1314,1766
1996,1365,1679
1996,1437,1856
1996,1417,1842
1996,1163,2017
1996,1234,1810
1996,1408,1745
1996,1435,1625
1996,1181,1717
1996,1450,1682
1996,1120,1607
1996,1137,1381
1996,1145,1617
1996,1179,1428
1996,1196,1621
1996,1203,1765
1996,1214,1345
1996,1218,1495
1996,1235,1833
1996,1241,1432
1996,1246,2135
1996,1273,1379
1996,1274,1640
1996,1278,1773
1996,1285,1557
1996,1304,1565
1996,1307,1869
1996,1325,1582
1996,1349,1497
1996,1358,1396
1996,1360,1531
1996,1361,1473
1996,1364,1378
1996,1376,1633
1996,1385,1522
1996,1387,1619
1996,1390,1803
1996,1414,1494
1996,1425,1398
1996,1433,1698
1996,1438,1659
1996,1455,1382
1996,1104,1676
1996,1113,1554
1996,1130,1712
1996,1139,1591
1996,1140,1535
1996,1143,1670
1996,1150,1575
1996,1156,1184
1996,1166,1459
1996,1171,1458
1996,1173,1476
1996,1178,1610
1996,1183,1365
1996,1193,1643
1996,1206,1315
1996,1212,1301
1996,1227,1376
1996,1228,1654
1996,1229,1650
1996,1242,1922
1996,1243,1679
1996,1245,1475
1996,1257,1833
1996,1259,1461
1996,1265,1591
1996,1272,1792
1996,1275,1690
1996,1280,1956
1996,1281,1651
1996,1283,1613
1996,1290,1551
1996,1292,1395
1996,1298,1375
1996,1301,1571
1996,1310,1480
1996,1323,1479
1996,1336,1718
1996,1339,1636
1996,1344,1730
1996,1347,1405
1996,1348,1631
1996,1350,1293
1996,1351,1619
1996,1352,1144
1996,1378,1511
1996,1383,1182
1996,1388,1472
1996,1391,1292
1996,1393,1959
1996,1400,1741
1996,1424,1420
1996,1426,1339
1996,1448,1964
1996,1452,1557
1996,1462,1559
1996,1155,1698
1996,1266,1820
1996,1317,1516
1996,1320,1506
1996,1326,1438
1996,1332,1682
1996,1334,1559
1996,1397,1616
1996,1403,1936
1996,1434,1524
1996,1108,1296
1996,1114,1696
1996,1122,1604
1996,1138,1283
1996,1160,1505
1996,1172,1693
1996,1177,1558
1996,1199,1578
1996,1208,1818
1996,1248,1201
1996,1251,1470
1996,1268,1734
1996,1270,1363
1996,1343,1700
1996,1431,1472
1996,1161,1635
1996,1162,1217
1996,1191,1546
1996,1201,1697
1996,1217,1374
1996,1231,1770
1996,1240,1284
1996,1267,1515
1996,1269,2073
1996,1277,1631
1996,1282,1383
1996,1293,1550
1996,1305,1441
1996,1321,1351
1996,1362,1518
1996,1371,1549
1996,1373,1208
1996,1401,1373
1996,1418,1519
1996,1439,1789
1996,1443,1480
1996,1449,1622
1996,1453,1800
1996,1458,1613
1996,1103,1142
1996,1110,1399
1996,1153,1957
1996,1174,1490
1996,1185,1776
1996,1222,1635
1996,1261,1457
1996,1319,1195
1996,1330,1559
1996,1338,1475
1996,1345,1895
1996,1356,1356
1996,1406,1493
1996,1416,1416
1996,1421,1423
1996,1428,1845
1996,1463,1162
1996,1154,1207
1996,1221,1437
1996,1239,1501
1996,1271,1188
1996,1286,1656
1996,1353,1523
1996,1368,1387
1996,1395,1516
1996,1412,1504
1996,1135,1320
1996,1159,1504
1996,1233,1599
1996,1369,1227
1996,1372,1456
1996,1375,1380
1996,1402,1305
1996,1106,1178
1996,1132,1494
1996,1133,1754
1996,1147,1304
1996,1148,1354
1996,1165,1310
1996,1169,1237
1996,1180,1800
1996,1182,1379
1996,1192,1211
1996,1211,1660
1996,1220,1253
1996,1225,1397
1996,1226,1385
1996,1249,1364
1996,1258,1501
1996,1263,1422
1996,1279,1553
1996,1284,1628
1996,1329,1760
1996,1331,1586
1996,1333,1374
1996,1374,1377
1996,1379,1543
1996,1386,1659
1996,1398,1502
1996,1409,1757
1996,1411,1335
1996,1420,1199
1996,1422,1569
1996,1436,1411
1996,1440,1515
1996,1442,1474
1996,1460,1507
1996,1337,1374
1996,1175,1282
1996,1187,1448
1996,1194,1306
1996,1296,1624
1996,1308,1497
1996,1123,1603
1996,1124,1405
1996,1168,1280
1996,1359,1441
1996,1382,1467
1996,1423,1503
1996,1454,1349
1996,1184,1361
1996,1253,1564
1996,1260,1309
1996,1291,1683
1996,1335,1591
1996,1384,1447
1996,1389,1484
1996,1216,1247
1996,1254,1283
1996,1288,1192
1996,1302,1377
1996,1309,1723
1996,1404,1440
1996,1447,1337
1996,1256,1394
1996,1306,1229
1996,1102,1200
1996,1129,1533
1996,1158,1752
1996,1209,1346
1996,1247,1321
1996,1250,1076
1996,1264,1625
1996,1381,1400
1996,1405,1568
1996,1444,1629
1996,1131,1595
1996,1142,1336
1996,1322,1172
1996,1464,1291
1996,1170,1198
1996,1461,1532
1996,1144,1492
1996,1197,1126
1996,1198,1357
1996,1232,1452
1996,1238,1516
1996,1354,1549
1996,1407,1311
1996,1149,1450
1996,1164,1535
1996,1117,1316
1996,1151,1462
1996,1157,1088
1996,1200,1260
1996,1363,1600
1996,1380,1360
1996,1111,1261
1996,1399,1377
1996,1318,1228
1996,1410,1433
1996,1190,1178
1996,1429,1558
1996,1141,1231
1996,1287,1166
1996,1456,1371
1996,1419,1586
1996,1441,1591
1996,1119,1121
1996,1202,1293
1996,1311,1193
1996,1427,1432
1996,1457,1249
1996,1152,1056
1996,1299,1248
1996,1126,1272
1996,1204,1093
1996,1224,1245
1996,1186,1085
1996,1459,1177
1997,1155,1781
1997,1231,1689
1997,1181,1816
1997,1191,1599
1997,1233,1591
1997,1329,1659
1997,1387,1488
1997,1409,1757
1997,1435,1712
1997,1104,1614
1997,1112,1981
1997,1113,1363
1997,1116,1634
1997,1130,1831
1997,1131,1756
1997,1158,1817
1997,1168,1406
1997,1170,1132
1997,1171,1516
1997,1174,1400
1997,1186,1223
1997,1196,1517
1997,1199,1710
1997,1201,1692
1997,1203,1658
1997,1208,1802
1997,1210,1521
1997,1216,1481
1997,1228,1748
1997,1234,1798
1997,1242,2028
1997,1243,1503
1997,1251,1592
1997,1261,1448
1997,1271,1257
1997,1274,1620
1997,1292,1445
1997,1301,1753
1997,1307,1792
1997,1321,1365
1997,1330,1636
1997,1356,1387
1997,1361,1375
1997,1393,1745
1997,1403,1736
1997,1408,1688
1997,1412,1627
1997,1436,1416
1997,1451,1508
1997,1461,1484
1997,1124,1579
1997,1132,1650
1997,1137,1447
1997,1145,1515
1997,1148,1277
1997,1153,1814
1997,1162,1144
1997,1172,1554
1997,1177,1281
1997,1187,1509
1997,1190,1185
1997,1206,1300
1997,1207,1779
1997,1221,1236
1997,1232,1462
1997,1249,1455
1997,1254,1636
1997,1259,1508
1997,1260,1330
1997,1264,1291
1997,1275,1717
1997,1278,1990
1997,1280,1502
1997,1281,1666
1997,1290,1460
1997,1306,1216
1997,1310,1341
1997,1328,1704
1997,1336,1492
1997,1348,1739
1997,1358,1321
1997,1378,1373
1997,1381,1347
1997,1395,1722
1997,1400,1703
1997,1401,1431
1997,1424,1676
1997,1450,1500
1997,1456,1476
1997,1458,1743
1997,1462,1773
1997,1160,1739
1997,1229,1756
1997,1266,1794
1997,1309,1657
1997,1323,1627
1997,1344,1795
1997,1345,1814
1997,1363,1512
1997,1397,1484
1997,1406,1388
1997,1448,1840
1997,1117,1417
1997,1143,1835
1997,1156,1337
1997,1163,1577
1997,1166,1497
1997,1202,1243
1997,1220,1394
1997,1253,1516
1997,1277,1708
1997,1283,1727
1997,1308,1680
1997,1314,2007
1997,1320,1577
1997,1331,1703
1997,1337,1292
1997,1402,1440
1997,1434,1639
1997,1438,1703
1997,1139,1655
1997,1142,1359
1997,1150,1805
1997,1165,1424
1997,1192,1507
1997,1193,1427
1997,1200,1277
1997,1212,1247
1997,1217,1544
1997,1218,1708
1997,1235,1811
1997,1268,1709
1997,1276,1673
1997,1279,1731
1997,1298,1572
1997,1304,1640
1997,1332,1674
1997,1333,1404
1997,1347,1460
1997,1353,1503
1997,1360,1591
1997,1379,1491
1997,1383,1348
1997,1388,1671
1997,1428,1994
1997,1433,1536
1997,1442,1539
1997,1449,1710
1997,1463,1270
1997,1182,1426
1997,1225,1403
1997,1350,1470
1997,1376,1862
1997,1390,1838
1997,1391,1229
1997,1457,1335
1997,1246,2072
1997,1123,1533
1997,1257,1817
1997,1267,1510
1997,1339,1326
1997,1359,1457
1997,1365,1572
1997,1375,1671
1997,1407,1542
1997,1422,1285
1997,1443,1408
1997,1106,1226
1997,1129,1513
1997,1133,1696
1997,1138,1493
1997,1154,1339
1997,1161,1635
1997,1173,1507
1997,1178,1538
1997,1185,1627
1997,1222,1446
1997,1238,1508
1997,1241,1509
1997,1258,1320
1997,1285,1598
1997,1291,1492
1997,1305,1659
1997,1319,1590
1997,1334,1697
1997,1373,1298
1997,1382,1517
1997,1384,1391
1997,1385,1606
1997,1389,1441
1997,1399,1396
1997,1405,1465
1997,1419,1426
1997,1425,1692
1997,1426,1318
1997,1437,1793
1997,1452,1742
1997,1454,1298
1997,1455,1436
1997,1248,1309
1997,1326,1450
1997,1447,1300
1997,1226,1375
1997,1272,1697
1997,1296,1365
1997,1322,1346
1997,1374,1565
1997,1180,1726
1997,1198,1531
1997,1302,1426
1997,1335,1462
1997,1343,1780
1997,1386,1914
1997,1417,1933
1997,1338,1726
1997,1431,1553
1997,1111,1456
1997,1120,1580
1997,1256,1554
1997,1293,1549
1997,1317,1380
1997,1352,1165
1997,1364,1412
1997,1439,1517
1997,1211,1488
1997,1247,1432
1997,1263,1343
1997,1351,1440
1997,1371,1504
1997,1398,1273
1997,1404,1375
1997,1411,1245
1997,1110,1434
1997,1114,1556
1997,1141,1298
1997,1147,1269
1997,1149,1524
1997,1164,1626
1997,1184,1271
1997,1227,1536
1997,1270,1475
1997,1282,1279
1997,1284,1578
1997,1288,1265
1997,1349,1470
1997,1362,1584
1997,1396,1775
1997,1416,1180
1997,1427,1218
1997,1444,1573
1997,1453,1512
1997,1459,1142
1997,1269,1723
1997,1318,1305
1997,1369,1299
1997,1119,1157
1997,1135,1204
1997,1140,1219
1997,1325,1613
1997,1183,1295
1997,1194,1462
1997,1204,1263
1997,1380,1205
1997,1423,1553
1997,1441,1451
1997,1311,1357
1997,1418,1469
1997,1169,1431
1997,1421,1541
1997,1429,1596
1997,1151,1669
1997,1157,1293
1997,1209,1231
1997,1286,1429
1997,1372,1320
1997,1440,1352
1997,1464,1226
1997,1102,1278
1997,1214,1232
1997,1460,1307
1997,1103,1345
1997,1122,1488
1997,1126,1309
1997,1144,1294
1997,1240,1269
1997,1265,1251
1997,1159,1342
1997,1179,1247
1997,1239,1308
1997,1341,1216
1997,1108,1348
1997,1368,1265
1997,1175,1213
1997,1152,1195
1997,1354,1348
1997,1197,1228
1997,1245,1383
1997,1299,1340
1997,1287,1260
1997,1224,1200
1997,1250,981
1997,1410,1123
1997,1414,1130
1997,1420,1220
1997,1273,1068
1998,1301,1669
1998,1307,1813
1998,1343,1876
1998,1396,1761
1998,1208,1740
1998,1120,1548
1998,1140,1458
1998,1155,1711
1998,1166,1612
1998,1174,1608
1998,1199,1640
1998,1203,1746
1998,1234,1702
1998,1242,1999
1998,1243,1629
1998,1266,1619
1998,1274,1640
1998,1278,1708
1998,1314,2069
1998,1345,1891
1998,1372,1327
1998,1376,1826
1998,1397,1736
1998,1408,1343
1998,1122,1521
1998,1124,1581
1998,1133,1584
1998,1137,1369
1998,1138,1419
1998,1142,1445
1998,1151,1403
1998,1163,1985
1998,1185,1702
1998,1196,1588
1998,1207,1578
1998,1224,1169
1998,1233,1730
1998,1250,1201
1998,1253,1297
1998,1272,1647
1998,1280,1512
1998,1328,1740
1998,1329,1790
1998,1362,1648
1998,1371,1654
1998,1382,1580
1998,1384,1432
1998,1385,1775
1998,1387,1735
1998,1393,1860
1998,1424,1811
1998,1428,2006
1998,1435,1657
1998,1444,1673
1998,1448,1717
1998,1452,1765
1998,1456,1633
1998,1460,1389
1998,1113,1604
1998,1116,1789
1998,1130,1634
1998,1160,1573
1998,1181,2023
1998,1186,1478
1998,1200,1334
1998,1227,1713
1998,1281,1667
1998,1304,1732
1998,1350,1726
1998,1395,1834
1998,1425,1499
1998,1433,1341
1998,1114,1502
1998,1153,1909
1998,1177,1329
1998,1201,1663
1998,1228,1843
1998,1248,1499
1998,1273,1059
1998,1277,1849
1998,1323,1550
1998,1338,1547
1998,1348,1876
1998,1379,1666
1998,1409,1658
1998,1412,1716
1998,1429,1704
1998,1104,1670
1998,1135,1189
1998,1204,1293
1998,1206,1356
1998,1238,1394
1998,1268,1882
1998,1331,1529
1998,1334,1719
1998,1337,1575
1998,1339,1419
1998,1344,1656
1998,1352,1170
1998,1381,1209
1998,1390,1979
1998,1418,1630
1998,1455,1635
1998,1458,1479
1998,1158,1687
1998,1171,1247
1998,1191,1447
1998,1209,1412
1998,1216,1536
1998,1217,1378
1998,1276,1854
1998,1279,1799
1998,1293,1736
1998,1296,1356
1998,1326,1361
1998,1368,1163
1998,1438,1510
1998,1450,1417
1998,1461,1670
1998,1462,1820
1998,1112,2014
1998,1139,1667
1998,1179,1125
1998,1231,1725
1998,1239,1312
1998,1246,2142
1998,1333,1442
1998,1416,1530
1998,1117,1565
1998,1159,1244
1998,1193,1393
1998,1211,1622
1998,1220,1521
1998,1283,1625
1998,1285,1464
1998,1332,1616
1998,1336,1589
1998,1360,1500
1998,1420,1337
1998,1439,1491
1998,1123,1625
1998,1145,1408
1998,1162,1354
1998,1168,1419
1998,1182,1436
1998,1192,1627
1998,1198,1627
1998,1229,1844
1998,1232,1498
1998,1240,1320
1998,1241,1447
1998,1249,1431
1998,1260,1468
1998,1263,1220
1998,1275,1603
1998,1305,1550
1998,1318,1423
1998,1319,1666
1998,1330,1494
1998,1335,1550
1998,1351,1540
1998,1373,1525
1998,1374,1596
1998,1378,1569
1998,1400,1612
1998,1401,1342
1998,1406,1309
1998,1419,1378
1998,1421,1556
1998,1427,1371
1998,1453,1582
1998,1454,1205
1998,1457,1242
1998,1172,1670
1998,1190,1291
1998,1320,1340
1998,1436,1451
1998,1449,1797
1998,1111,1589
1998,1202,1217
1998,1210,1657
1998,1214,1407
1998,1222,1317
1998,1261,1372
1998,1292,1423
1998,1423,1666
1998,1108,1258
1998,1131,1612
1998,1144,1208
1998,1154,1373
1998,1187,1345
1998,1197,1317
1998,1221,1167
1998,1271,1179
1998,1298,1508
1998,1310,1504
1998,1313,1231
1998,1322,1344
1998,1353,1649
1998,1356,1491
1998,1365,1528
1998,1389,1219
1998,1431,1437
1998,1441,1291
1998,1269,1693
1998,1361,1482
1998,1173,1687
1998,1257,1551
1998,1321,1430
1998,1349,1309
1998,1369,1431
1998,1405,1480
1998,1218,1691
1998,1226,1218
1998,1434,1733
1998,1447,1333
1998,1103,1603
1998,1106,1273
1998,1119,1155
1998,1129,1503
1998,1161,1645
1998,1169,1405
1998,1180,1466
1998,1235,1537
1998,1245,1485
1998,1247,1430
1998,1265,1431
1998,1267,1407
1998,1286,1483
1998,1308,1536
1998,1325,1305
1998,1375,1704
1998,1383,1439
1998,1388,1467
1998,1391,1311
1998,1399,1268
1998,1402,1474
1998,1417,1838
1998,1442,1458
1998,1443,1376
1998,1464,1514
1998,1102,1324
1998,1291,1418
1998,1347,1612
1998,1156,1497
1998,1164,1614
1998,1264,1388
1998,1302,1207
1998,1341,1387
1998,1359,1377
1998,1150,1819
1998,1157,1189
1998,1178,1741
1998,1258,1291
1998,1306,1265
1998,1354,1619
1998,1386,1536
1998,1403,1556
1998,1437,1607
1998,1183,1435
1998,1398,1426
1998,1404,1189
1998,1463,1351
1998,1132,1386
1998,1212,1372
1998,1422,1290
1998,1451,1506
1998,1141,1241
1998,1256,1467
1998,1259,1479
1998,1358,1298
1998,1147,1330
1998,1287,1094
1998,1110,1347
1998,1311,1608
1998,1363,1271
1998,1225,1499
1998,1170,1080
1998,1288,1393
1998,1309,1491
1998,1254,1633
1998,1440,1347
1998,1270,1244
1998,1149,1141
1998,1380,1225
1998,1414,1290
1998,1317,1313
1998,1411,1380
1998,1143,1617
1998,1426,1393
1998,1364,1229
1998,1148,1166
1998,1184,1332
1998,1251,1320
1998,1284,1203
1998,1407,1229
1998,1194,1198
1998,1290,1195
1998,1299,1211
1998,1459,1298
1998,1282,1300
1998,1410,1152
1998,1165,1310
1998,1152,1066
1998,1175,1205
1998,1126,1004
1999,1231,1788
1999,1434,1596
1999,1348,1720
1999,1435,1570
1999,1395,1625
1999,1396,1838
1999,1448,1682
1999,1228,1727
1999,1310,1561
1999,1112,1827
1999,1113,1567
1999,1120,1874
1999,1140,1538
1999,1155,1630
1999,1158,1815
1999,1198,1560
1999,1199,1581
1999,1201,1684
1999,1203,1710
1999,1208,1559
1999,1221,1186
1999,1241,1484
1999,1242,1822
1999,1243,1666
1999,1250,1082
1999,1272,1537
1999,1274,1863
1999,1275,1803
1999,1277,2074
1999,1279,1696
1999,1281,1693
1999,1307,1769
1999,1308,1680
1999,1314,1860
1999,1338,1553
1999,1345,1732
1999,1349,1607
1999,1387,1613
1999,1401,1487
1999,1402,1529
1999,1438,1586
1999,1451,1747
1999,1147,1361
1999,1160,1646
1999,1161,1617
1999,1166,1755
1999,1169,1481
1999,1173,1465
1999,1174,1726
1999,1181,2156
1999,1191,1672
1999,1202,1338
1999,1240,1215
1999,1248,1605
1999,1259,1465
1999,1263,1542
1999,1266,1563
1999,1268,1924
1999,1283,1721
1999,1291,1478
1999,1293,1670
1999,1296,1245
1999,1301,1689
1999,1304,1675
1999,1305,1307
1999,1306,1142
1999,1328,1762
1999,1330,1607
1999,1334,1432
1999,1337,1531
1999,1344,1661
1999,1350,1514
1999,1352,1390
1999,1353,1666
1999,1371,1610
1999,1373,1677
1999,1375,1460
1999,1412,1634
1999,1439,1553
1999,1458,1717
1999,1116,1779
1999,1143,1698
1999,1162,1292
1999,1163,2141
1999,1207,1651
1999,1234,1781
1999,1323,1550
1999,1326,1919
1999,1332,1727
1999,1397,1788
1999,1409,1784
1999,1102,1380
1999,1117,1642
1999,1123,1533
1999,1132,1662
1999,1190,1452
1999,1196,1760
1999,1210,1607
1999,1211,1839
1999,1218,1367
1999,1232,1591
1999,1261,1494
1999,1269,1595
1999,1298,1502
1999,1329,1768
1999,1336,1612
1999,1383,1546
1999,1385,1919
1999,1390,1873
1999,1424,1618
1999,1437,1711
1999,1449,1704
1999,1457,1528
1999,1133,1625
1999,1138,1195
1999,1141,1363
1999,1150,1822
1999,1176,1321
1999,1178,1802
1999,1222,1448
1999,1246,1937
1999,1253,1443
1999,1260,1433
1999,1267,1552
1999,1280,1697
1999,1318,1309
1999,1319,1598
1999,1368,1145
1999,1382,1530
1999,1393,1728
1999,1425,1653
1999,1108,1609
1999,1110,1261
1999,1171,1459
1999,1182,1245
1999,1183,1336
1999,1217,1430
1999,1229,1547
1999,1245,1755
1999,1256,1592
1999,1331,1546
1999,1346,1260
1999,1351,1451
1999,1362,1412
1999,1388,1452
1999,1429,1458
1999,1433,1512
1999,1455,1489
1999,1104,1672
1999,1122,1372
1999,1153,1823
1999,1204,1329
1999,1249,1421
1999,1276,1623
1999,1313,1334
1999,1333,1579
1999,1379,1507
1999,1381,1383
1999,1403,1496
1999,1406,1226
1999,1408,1503
1999,1417,1796
1999,1462,1677
1999,1148,1480
1999,1193,1371
1999,1206,1655
1999,1114,1333
1999,1124,1261
1999,1126,1248
1999,1129,1600
1999,1130,1401
1999,1145,1518
1999,1149,1243
1999,1159,1387
1999,1165,1354
1999,1168,1359
1999,1175,1194
1999,1187,1423
1999,1192,1384
1999,1247,1530
1999,1271,1222
1999,1278,1667
1999,1288,1371
1999,1339,1293
1999,1343,1673
1999,1356,1579
1999,1360,1581
1999,1378,1519
1999,1380,1527
1999,1422,1256
1999,1436,1369
1999,1454,1289
1999,1177,1676
1999,1257,1712
1999,1363,1376
1999,1365,1542
1999,1103,1624
1999,1142,1328
1999,1235,1541
1999,1320,1449
1999,1335,1702
1999,1340,1446
1999,1347,1516
1999,1358,1325
1999,1359,1635
1999,1376,1475
1999,1428,1923
1999,1461,1655
1999,1144,1227
1999,1179,1377
1999,1180,1604
1999,1220,1639
1999,1227,1269
1999,1265,1434
1999,1322,1290
1999,1405,1549
1999,1431,1554
1999,1444,1435
1999,1321,1609
1999,1391,1342
1999,1452,1451
1999,1152,1133
1999,1200,1482
1999,1225,1544
1999,1233,1527
1999,1258,1377
1999,1273,1187
1999,1282,1201
1999,1309,1423
1999,1384,1238
1999,1416,1554
1999,1418,1415
1999,1421,1282
1999,1427,1514
1999,1456,1248
1999,1463,1128
1999,1464,1486
1999,1137,1474
1999,1374,1644
1999,1111,1684
1999,1131,1288
1999,1156,1530
1999,1194,1145
1999,1154,1216
1999,1325,1607
1999,1354,1451
1999,1400,1703
1999,1423,1489
1999,1450,1468
1999,1459,1349
1999,1164,1485
1999,1216,1413
1999,1238,1449
1999,1369,1560
1999,1398,1355
1999,1404,1215
1999,1420,1526
1999,1443,1500
1999,1209,1466
1999,1239,1342
1999,1442,1516
1999,1139,1704
1999,1172,1497
1999,1287,1386
1999,1292,1377
1999,1299,1331
1999,1372,1089
1999,1386,1478
1999,1407,1218
1999,1410,1250
1999,1414,1198
1999,1447,1327
1999,1453,1572
1999,1460,1342
1999,1389,1531
1999,1115,1060
1999,1119,1199
1999,1214,1212
1999,1237,1298
1999,1254,1397
1999,1440,1393
1999,1286,1517
1999,1135,1116
1999,1264,1244
1999,1285,1415
1999,1186,1355
1999,1226,1261
1999,1151,1497
1999,1270,1467
1999,1426,1352
1999,1106,1303
1999,1419,1404
1999,1399,1325
1999,1290,1416
1999,1364,1528
1999,1197,1414
1999,1311,1437
1999,1361,1302
1999,1212,1191
1999,1224,1004
1999,1441,1254
1999,1341,1167
1999,1411,1206
1999,1184,1107
1999,1317,1317
1999,1157,1193
1999,1185,1413
1999,1170,1163
1999,1284,1273
2000,1234,1662
2000,1390,1881
2000,1163,1860
2000,1393,1832
2000,1458,1904
2000,1281,1659
2000,1320,1452
2000,1387,1739
2000,1112,1862
2000,1308,1671
2000,1323,1680
2000,1373,1662
2000,1428,1712
2000,1246,1834
2000,1268,1832
2000,1408,1638
2000,1143,1606
2000,1222,1400
2000,1104,1563
2000,1120,1772
2000,1132,1726
2000,1133,1585
2000,1137,1457
2000,1148,1649
2000,1155,1493
2000,1160,1653
2000,1171,1292
2000,1173,1640
2000,1179,1373
2000,1196,1957
2000,1198,1470
2000,1201,1801
2000,1203,1609
2000,1207,1670
2000,1210,1525
2000,1216,1300
2000,1218,1566
2000,1225,1379
2000,1227,1414
2000,1228,1837
2000,1231,1740
2000,1242,1788
2000,1250,1197
2000,1259,1193
2000,1265,1518
2000,1274,1876
2000,1276,1603
2000,1279,1617
2000,1296,1408
2000,1301,1608
2000,1305,1403
2000,1310,1495
2000,1328,1851
2000,1329,1872
2000,1338,1570
2000,1349,1263
2000,1352,1552
2000,1359,1595
2000,1360,1664
2000,1369,1653
2000,1371,1784
2000,1376,1661
2000,1382,1715
2000,1384,1316
2000,1405,1679
2000,1420,1303
2000,1424,1754
2000,1425,1626
2000,1433,1446
2000,1438,1676
2000,1455,1482
2000,1461,1649
2000,1110,1362
2000,1113,1713
2000,1124,1515
2000,1125,1215
2000,1126,1378
2000,1130,1472
2000,1153,1919
2000,1159,1333
2000,1174,1693
2000,1177,1736
2000,1178,1590
2000,1181,1981
2000,1191,1541
2000,1204,1460
2000,1221,1240
2000,1232,1697
2000,1239,1183
2000,1241,1606
2000,1247,1440
2000,1248,1690
2000,1249,1422
2000,1256,1639
2000,1261,1883
2000,1263,1652
2000,1266,1564
2000,1267,1615
2000,1269,1616
2000,1278,1509
2000,1280,1558
2000,1283,1753
2000,1311,1393
2000,1319,1687
2000,1325,1665
2000,1330,1366
2000,1331,1353
2000,1337,1737
2000,1343,1605
2000,1347,1502
2000,1353,1531
2000,1356,1678
2000,1365,1622
2000,1368,1254
2000,1383,1490
2000,1385,1931
2000,1389,1152
2000,1400,1840
2000,1406,1277
2000,1448,1691
2000,1453,1454
2000,1454,1496
2000,1462,1638
2000,1165,1251
2000,1211,1823
2000,1229,1433
2000,1238,1464
2000,1243,1407
2000,1260,1419
2000,1362,1556
2000,1379,1594
2000,1396,1913
2000,1409,1903
2000,1459,1404
2000,1463,1168
2000,1116,1780
2000,1122,1508
2000,1166,1758
2000,1170,1243
2000,1185,1503
2000,1200,1520
2000,1277,2085
2000,1314,1832
2000,1336,1626
2000,1344,1504
2000,1391,1279
2000,1397,1828
2000,1439,1600
2000,1449,1503
2000,1450,1341
2000,1129,1425
2000,1138,1256
2000,1141,1288
2000,1150,1670
2000,1157,1277
2000,1182,1328
2000,1187,1304
2000,1197,1270
2000,1199,1574
2000,1217,1374
2000,1233,1684
2000,1245,1681
2000,1271,1288
2000,1304,1472
2000,1307,1636
2000,1321,1326
2000,1332,1793
2000,1334,1335
2000,1340,1404
2000,1345,1858
2000,1351,1427
2000,1374,1660
2000,1375,1671
2000,1412,1513
2000,1417,1846
2000,1419,1479
2000,1423,1602
2000,1431,1470
2000,1435,1648
2000,1437,1721
2000,1452,1538
2000,1457,1568
2000,1123,1736
2000,1140,1642
2000,1240,1388
2000,1275,1608
2000,1309,1370
2000,1350,1578
2000,1363,1512
2000,1429,1794
2000,1442,1191
2000,1107,1285
2000,1108,1520
2000,1176,1244
2000,1257,1736
2000,1293,1624
2000,1306,1071
2000,1333,1538
2000,1414,1432
2000,1434,1551
2000,1440,1141
2000,1103,1523
2000,1145,1396
2000,1152,1233
2000,1192,1531
2000,1202,1430
2000,1206,1629
2000,1208,1457
2000,1219,1262
2000,1220,1761
2000,1235,1980
2000,1286,1286
2000,1292,1517
2000,1298,1662
2000,1299,1337
2000,1339,1325
2000,1348,1296
2000,1357,1130
