	index	StrengthPoints	Wins	Wins last 40 days	ast	blk	dr	fga	fga3	fgm	fgm3	fta	ftm	losses	or	pf	points_against	points_for	stl	to	Season	TeamID
1884	20081350	5.0	16.0	5.0	401.0	102.0	609.0	1560.0	601.0	684.0	212.0	472.0	330.0	14.0	248.0	608.0	1980.0	1910.0	251.0	433.0	2008	1350
1885	20081351	4.0	23.0	6.0	510.0	150.0	852.0	1883.0	588.0	918.0	233.0	741.0	476.0	10.0	383.0	583.0	2332.0	2545.0	244.0	479.0	2008	1351
1886	20081352	2.0	26.0	9.0	572.0	75.0	774.0	1957.0	706.0	903.0	264.0	550.0	399.0	7.0	403.0	657.0	2242.0	2469.0	327.0	549.0	2008	1352
1887	20081353	18.0	11.0	1.0	293.0	159.0	769.0	1720.0	537.0	685.0	171.0	597.0	387.0	20.0	367.0	509.0	2123.0	1928.0	175.0	475.0	2008	1353
1888	20081354	0.0	12.0	5.0	450.0	127.0	795.0	1907.0	591.0	816.0	199.0	693.0	419.0	20.0	467.0	652.0	2444.0	2250.0	189.0	572.0	2008	1354
1889	20081355	0.0	7.0	1.0	342.0	69.0	634.0	1493.0	449.0	649.0	148.0	554.0	397.0	21.0	324.0	587.0	2005.0	1843.0	119.0	436.0	2008	1355
1890	20081356	33.0	17.0	5.0	370.0	76.0	651.0	1538.0	550.0	656.0	186.0	626.0	447.0	14.0	325.0	638.0	1853.0	1945.0	206.0	428.0	2008	1356
1891	20081357	1.0	18.0	5.0	470.0	92.0	704.0	1901.0	678.0	839.0	232.0	531.0	390.0	14.0	352.0	638.0	2287.0	2300.0	277.0	461.0	2008	1357
1892	20081358	2.0	19.0	7.0	457.0	88.0	757.0	1533.0	519.0	652.0	163.0	599.0	390.0	8.0	335.0	529.0	1711.0	1857.0	209.0	437.0	2008	1358
1893	20081359	2.0	12.0	3.0	409.0	49.0	562.0	1245.0	667.0	567.0	231.0	398.0	265.0	16.0	180.0	415.0	1764.0	1630.0	139.0	376.0	2008	1359
1894	20081360	30.0	20.0	8.0	433.0	103.0	753.0	1752.0	472.0	781.0	160.0	628.0	423.0	13.0	355.0	569.0	2079.0	2145.0	225.0	490.0	2008	1360
1895	20081361	13.0	19.0	5.0	395.0	76.0	709.0	1679.0	518.0	740.0	171.0	623.0	428.0	12.0	343.0	557.0	1957.0	2079.0	249.0	428.0	2008	1361
1896	20081362	0.0	9.0	4.0	364.0	80.0	610.0	1662.0	452.0	729.0	148.0	534.0	376.0	21.0	336.0	572.0	2159.0	1982.0	183.0	462.0	2008	1362
1897	20081363	1.0	13.0	3.0	375.0	88.0	753.0	1807.0	404.0	776.0	130.0	676.0	455.0	19.0	424.0	569.0	2308.0	2137.0	186.0	489.0	2008	1363
1898	20081364	15.0	22.0	7.0	437.0	69.0	640.0	1601.0	547.0	725.0	223.0	558.0	416.0	8.0	266.0	593.0	1924.0	2089.0	260.0	430.0	2008	1364
1899	20081365	0.0	13.0	3.0	405.0	102.0	666.0	1344.0	448.0	640.0	174.0	500.0	351.0	16.0	236.0	501.0	1799.0	1805.0	156.0	477.0	2008	1365
1900	20081366	0.0	10.0	3.0	275.0	82.0	597.0	1361.0	333.0	541.0	123.0	504.0	339.0	17.0	291.0	644.0	1825.0	1544.0	223.0	535.0	2008	1366
1901	20081367	0.0	6.0	1.0	354.0	74.0	605.0	1511.0	544.0	609.0	177.0	561.0	345.0	22.0	289.0	524.0	1985.0	1740.0	219.0	444.0	2008	1367
1902	20081368	0.0	13.0	5.0	331.0	99.0	633.0	1313.0	336.0	596.0	113.0	556.0	372.0	13.0	255.0	489.0	1678.0	1677.0	159.0	441.0	2008	1368
1903	20081369	2.0	10.0		393.0	117.0	742.0	1745.0	566.0	779.0	195.0	689.0	458.0	19.0	363.0	637.0	2408.0	2211.0	240.0	526.0	2008	1369
1904	20081371	14.0	17.0	2.0	417.0	158.0	731.0	2006.0	677.0	848.0	229.0	736.0	527.0	15.0	423.0	629.0	2472.0	2452.0	305.0	393.0	2008	1371
1905	20081372	16.0	22.0	9.0	337.0	88.0	618.0	1352.0	466.0	608.0	178.0	564.0	383.0	5.0	276.0	462.0	1538.0	1777.0	153.0	323.0	2008	1372
1906	20081373	17.0	22.0	8.0	464.0	115.0	710.0	1956.0	585.0	882.0	224.0	688.0	470.0	10.0	375.0	494.0	2274.0	2458.0	302.0	355.0	2008	1373
1907	20081374	0.0	9.0	3.0	374.0	117.0	674.0	1542.0	555.0	646.0	187.0	533.0	356.0	20.0	284.0	514.0	2078.0	1835.0	174.0	468.0	2008	1374
1908	20081375	23.0	25.0	8.0	483.0	93.0	772.0	1668.0	564.0	794.0	207.0	771.0	549.0	6.0	374.0	528.0	2036.0	2344.0	189.0	431.0	2008	1375
1909	20081376	11.0	14.0	3.0	421.0	114.0	690.0	1993.0	692.0	878.0	252.0	450.0	306.0	18.0	366.0	502.0	2276.0	2314.0	246.0	337.0	2008	1376
1910	20081378	0.0	12.0	2.0	468.0	109.0	746.0	1705.0	504.0	749.0	166.0	734.0	468.0	19.0	399.0	550.0	2135.0	2132.0	167.0	420.0	2008	1378
1911	20081379	0.0	15.0	7.0	312.0	77.0	692.0	1565.0	346.0	688.0	111.0	761.0	538.0	14.0	369.0	596.0	1968.0	2025.0	154.0	376.0	2008	1379
1912	20081380	0.0	10.0	3.0	270.0	87.0	679.0	1451.0	462.0	574.0	162.0	606.0	407.0	18.0	283.0	464.0	1854.0	1717.0	198.0	428.0	2008	1380
1913	20081381	0.0	11.0	6.0	448.0	55.0	628.0	1500.0	345.0	700.0	111.0	691.0	483.0	18.0	319.0	587.0	2115.0	1994.0	190.0	474.0	2008	1381
1914	20081382	0.0	8.0	1.0	390.0	64.0	676.0	1617.0	609.0	680.0	208.0	564.0	424.0	22.0	316.0	535.0	2171.0	1992.0	152.0	428.0	2008	1382
1915	20081383	0.0	7.0	2.0	366.0	56.0	670.0	1732.0	571.0	710.0	176.0	562.0	357.0	22.0	393.0	536.0	2137.0	1953.0	216.0	473.0	2008	1383
1916	20081384	0.0	5.0	1.0	317.0	66.0	589.0	1466.0	540.0	592.0	181.0	561.0	406.0	23.0	313.0	487.0	2002.0	1771.0	149.0	424.0	2008	1384
1917	20081385	0.0	11.0	3.0	351.0	94.0	684.0	1625.0	472.0	665.0	157.0	569.0	377.0	19.0	349.0	587.0	1995.0	1864.0	194.0	459.0	2008	1385
1918	20081386	42.0	21.0	6.0	491.0	154.0	734.0	1751.0	626.0	835.0	241.0	701.0	509.0	12.0	328.0	574.0	2220.0	2420.0	238.0	420.0	2008	1386
1919	20081387	6.0	16.0	4.0	391.0	85.0	731.0	1484.0	497.0	645.0	180.0	542.0	392.0	15.0	224.0	509.0	1909.0	1862.0	127.0	384.0	2008	1387
1920	20081388	37.0	24.0	6.0	435.0	156.0	762.0	1729.0	657.0	794.0	236.0	680.0	451.0	6.0	378.0	514.0	1902.0	2275.0	219.0	404.0	2008	1388
1921	20081389	0.0	6.0	1.0	312.0	134.0	712.0	1760.0	600.0	720.0	208.0	532.0	354.0	24.0	397.0	593.0	2179.0	2002.0	219.0	483.0	2008	1389
1922	20081390	79.0	26.0	8.0	469.0	171.0	847.0	1827.0	495.0	820.0	178.0	739.0	514.0	7.0	435.0	566.0	2000.0	2332.0	144.0	405.0	2008	1390
1923	20081391	0.0	15.0	6.0	272.0	75.0	695.0	1668.0	591.0	686.0	194.0	691.0	468.0	16.0	358.0	605.0	2130.0	2034.0	222.0	515.0	2008	1391
1924	20081392	0.0	7.0	3.0	261.0	62.0	642.0	1695.0	463.0	662.0	151.0	528.0	362.0	23.0	404.0	609.0	1998.0	1837.0	214.0	409.0	2008	1392
1925	20081393	44.0	19.0	3.0	520.0	190.0	846.0	1874.0	513.0	905.0	173.0	793.0	530.0	13.0	426.0	539.0	2367.0	2513.0	255.0	508.0	2008	1393
1926	20081394	4.0	9.0	3.0	330.0	123.0	681.0	1555.0	500.0	650.0	144.0	634.0	413.0	20.0	416.0	608.0	2030.0	1857.0	155.0	531.0	2008	1394
1927	20081395	1.0	13.0	3.0	356.0	66.0	661.0	1671.0	604.0	668.0	213.0	585.0	399.0	16.0	358.0	560.0	1964.0	1948.0	264.0	411.0	2008	1395
1928	20081396	26.0	21.0	10.0	497.0	146.0	788.0	1773.0	698.0	836.0	260.0	626.0	464.0	12.0	292.0	589.0	2263.0	2396.0	207.0	421.0	2008	1396
1929	20081397	102.0	28.0	9.0	572.0	106.0	757.0	2033.0	794.0	929.0	289.0	749.0	490.0	4.0	461.0	664.0	2268.0	2637.0	293.0	413.0	2008	1397
1930	20081398	2.0	13.0	5.0	452.0	98.0	642.0	1755.0	653.0	809.0	241.0	564.0	377.0	17.0	326.0	627.0	2275.0	2236.0	284.0	413.0	2008	1398
1931	20081399	0.0	11.0	3.0	408.0	117.0	715.0	1699.0	516.0	762.0	166.0	775.0	507.0	19.0	394.0	568.0	2248.0	2197.0	249.0	504.0	2008	1399
1932	20081400	117.0	27.0	11.0	418.0	166.0	820.0	1973.0	676.0	886.0	255.0	643.0	443.0	6.0	420.0	543.0	2142.0	2470.0	197.0	305.0	2008	1400
1933	20081401	42.0	23.0	5.0	440.0	139.0	899.0	1792.0	542.0	833.0	193.0	765.0	488.0	10.0	386.0	561.0	2044.0	2347.0	152.0	417.0	2008	1401
1934	20081402	1.0	10.0	2.0	391.0	39.0	631.0	1732.0	591.0	707.0	213.0	742.0	483.0	16.0	423.0	725.0	2207.0	2110.0	225.0	458.0	2008	1402
1935	20081403	39.0	15.0	4.0	370.0	73.0	671.0	1573.0	415.0	711.0	153.0	734.0	517.0	15.0	256.0	543.0	2100.0	2092.0	190.0	431.0	2008	1403
1936	20081404	0.0	15.0	6.0	415.0	74.0	736.0	1867.0	839.0	809.0	288.0	627.0	435.0	16.0	386.0	528.0	2400.0	2341.0	207.0	431.0	2008	1404
1937	20081405	8.0	11.0	4.0	277.0	106.0	586.0	1544.0	584.0	612.0	177.0	580.0	393.0	19.0	310.0	517.0	2008.0	1794.0	271.0	476.0	2008	1405
1938	20081406	0.0	13.0	4.0	441.0	115.0	716.0	1778.0	668.0	725.0	220.0	534.0	357.0	18.0	327.0	532.0	2133.0	2027.0	241.0	365.0	2008	1406
1939	20081407	0.0	10.0	2.0	356.0	92.0	642.0	1781.0	883.0	715.0	306.0	563.0	413.0	19.0	317.0	473.0	2293.0	2149.0	236.0	373.0	2008	1407
1940	20081408	3.0	16.0	2.0	391.0	165.0	718.0	1578.0	437.0	700.0	143.0	687.0	484.0	15.0	306.0	579.0	2081.0	2027.0	203.0	463.0	2008	1408
1941	20081409	1.0	20.0	10.0	417.0	195.0	853.0	1816.0	618.0	812.0	220.0	657.0	482.0	13.0	394.0	593.0	2153.0	2326.0	187.0	531.0	2008	1409
1942	20081410	0.0	14.0	4.0	431.0	29.0	547.0	1422.0	531.0	659.0	213.0	573.0	413.0	13.0	237.0	483.0	1927.0	1944.0	161.0	345.0	2008	1410
1943	20081411	0.0	7.0	3.0	359.0	64.0	704.0	1850.0	690.0	713.0	220.0	560.0	364.0	25.0	329.0	576.0	2390.0	2010.0	227.0	502.0	2008	1411
1944	20081412	6.0	22.0	7.0	448.0	111.0	829.0	1783.0	643.0	815.0	245.0	695.0	497.0	10.0	349.0	597.0	2136.0	2372.0	185.0	456.0	2008	1412
1945	20081413	1.0	7.0	1.0	366.0	70.0	557.0	1391.0	591.0	606.0	206.0	475.0	376.0	22.0	187.0	489.0	2111.0	1794.0	162.0	446.0	2008	1413
1946	20081414	0.0	17.0	9.0	398.0	69.0	697.0	1734.0	608.0	784.0	221.0	582.0	435.0	16.0	272.0	587.0	2184.0	2224.0	239.0	424.0	2008	1414
1947	20081415	0.0	8.0	4.0	313.0	56.0	633.0	1442.0	390.0	606.0	117.0	563.0	389.0	21.0	293.0	546.0	1980.0	1718.0	204.0	476.0	2008	1415
1948	20081416	0.0	16.0	5.0	469.0	109.0	727.0	1746.0	636.0	788.0	231.0	650.0	462.0	15.0	356.0	621.0	2139.0	2269.0	237.0	433.0	2008	1416
1949	20081417	140.0	30.0	11.0	475.0	120.0	774.0	1842.0	518.0	876.0	175.0	701.0	516.0	3.0	416.0	474.0	1968.0	2443.0	246.0	406.0	2008	1417
1950	20081418	0.0	14.0	6.0	297.0	102.0	590.0	1552.0	591.0	641.0	199.0	602.0	391.0	15.0	340.0	591.0	1908.0	1872.0	203.0	426.0	2008	1418
1951	20081419	0.0	7.0	2.0	297.0	68.0	583.0	1465.0	655.0	610.0	224.0	591.0	423.0	21.0	295.0	533.0	2088.0	1867.0	180.0	440.0	2008	1419
1952	20081420	2.0	23.0	9.0	474.0	107.0	701.0	1813.0	588.0	824.0	227.0	610.0	446.0	8.0	350.0	504.0	2155.0	2321.0	184.0	300.0	2008	1420
1953	20081421	8.0	19.0	5.0	468.0	153.0	731.0	1563.0	497.0	749.0	177.0	601.0	411.0	9.0	284.0	398.0	2014.0	2086.0	159.0	369.0	2008	1421
1954	20081422	0.0	19.0	6.0	443.0	138.0	695.0	1660.0	643.0	758.0	230.0	665.0	448.0	12.0	363.0	500.0	2061.0	2194.0	205.0	438.0	2008	1422
1955	20081423	11.0	20.0	6.0	466.0	86.0	817.0	1817.0	632.0	861.0	229.0	590.0	446.0	13.0	350.0	593.0	2356.0	2397.0	205.0	506.0	2008	1423
1956	20081424	22.0	25.0	9.0	465.0	91.0	775.0	1824.0	722.0	766.0	242.0	593.0	442.0	7.0	336.0	548.0	1982.0	2216.0	245.0	340.0	2008	1424
1957	20081425	68.0	21.0	7.0	397.0	141.0	783.0	1660.0	464.0	799.0	178.0	634.0	434.0	11.0	296.0	504.0	2022.0	2210.0	182.0	471.0	2008	1425
1958	20081426	0.0	17.0	6.0	371.0	69.0	763.0	1525.0	478.0	718.0	166.0	633.0	428.0	11.0	294.0	568.0	1959.0	2030.0	175.0	487.0	2008	1426
1959	20081427	1.0	9.0	5.0	276.0	34.0	447.0	1329.0	489.0	538.0	163.0	541.0	355.0	17.0	267.0	525.0	1777.0	1594.0	210.0	400.0	2008	1427
1960	20081428	9.0	16.0	5.0	440.0	101.0	739.0	1552.0	553.0	737.0	217.0	462.0	347.0	14.0	235.0	564.0	1902.0	2038.0	165.0	377.0	2008	1428
1961	20081429	12.0	23.0	8.0	592.0	87.0	773.0	1695.0	483.0	879.0	195.0	631.0	498.0	10.0	300.0	562.0	2266.0	2451.0	165.0	457.0	2008	1429
1962	20081430	0.0	13.0	4.0	345.0	75.0	590.0	1483.0	557.0	668.0	209.0	470.0	350.0	14.0	281.0	492.0	1872.0	1895.0	172.0	378.0	2008	1430
1963	20081431	0.0	19.0	6.0	430.0	89.0	799.0	1911.0	638.0	834.0	210.0	880.0	580.0	13.0	379.0	748.0	2334.0	2458.0	247.0	429.0	2008	1431
1964	20081433	0.0	24.0	8.0	390.0	165.0	758.0	1645.0	529.0	717.0	198.0	663.0	448.0	7.0	364.0	568.0	1801.0	2080.0	249.0	413.0	2008	1433
1965	20081434	2.0	19.0	7.0	436.0	77.0	774.0	1720.0	761.0	766.0	294.0	605.0	410.0	13.0	286.0	590.0	2177.0	2236.0	146.0	421.0	2008	1434
1966	20081435	45.0	26.0	8.0	594.0	118.0	821.0	1934.0	740.0	903.0	299.0	753.0	554.0	7.0	345.0	601.0	2454.0	2659.0	198.0	478.0	2008	1435
1967	20081436	0.0	16.0	5.0	453.0	150.0	774.0	1760.0	498.0	807.0	177.0	657.0	450.0	15.0	360.0	620.0	2173.0	2241.0	186.0	466.0	2008	1436
1968	20081437	46.0	20.0	7.0	438.0	93.0	724.0	1854.0	660.0	795.0	226.0	712.0	515.0	12.0	431.0	665.0	2218.0	2331.0	259.0	455.0	2008	1437
1969	20081438	7.0	15.0	4.0	403.0	66.0	780.0	1839.0	677.0	793.0	248.0	656.0	470.0	15.0	407.0	592.0	2234.0	2304.0	179.0	424.0	2008	1438
1970	20081439	10.0	19.0	5.0	419.0	158.0	810.0	1807.0	507.0	783.0	166.0	707.0	483.0	13.0	397.0	616.0	2073.0	2215.0	231.0	481.0	2008	1439
1971	20081440	0.0	10.0	4.0	404.0	61.0	561.0	1750.0	883.0	748.0	282.0	495.0	345.0	15.0	341.0	446.0	2177.0	2123.0	284.0	379.0	2008	1440
1972	20081441	0.0	9.0	3.0	349.0	75.0	631.0	1737.0	666.0	689.0	232.0	420.0	282.0	21.0	408.0	625.0	2064.0	1892.0	213.0	436.0	2008	1441
1973	20081442	0.0	10.0	1.0	316.0	64.0	622.0	1513.0	412.0	632.0	145.0	642.0	446.0	18.0	313.0	625.0	2036.0	1855.0	170.0	394.0	2008	1442
1974	20081443	0.0	25.0	9.0	390.0	113.0	701.0	1788.0	580.0	847.0	224.0	647.0	457.0	6.0	382.0	654.0	2019.0	2375.0	237.0	433.0	2008	1443
1975	20081444	7.0	20.0	8.0	349.0	73.0	767.0	1650.0	621.0	708.0	224.0	785.0	591.0	12.0	373.0	683.0	2080.0	2231.0	162.0	466.0	2008	1444
1976	20081445	0.0	10.0	4.0	295.0	82.0	617.0	1587.0	510.0	621.0	148.0	547.0	343.0	18.0	351.0	505.0	1912.0	1733.0	225.0	453.0	2008	1445
1977	20081447	2.0	23.0	8.0	442.0	116.0	834.0	1846.0	568.0	819.0	178.0	669.0	401.0	8.0	431.0	578.0	2198.0	2217.0	202.0	487.0	2008	1447
1978	20081448	34.0	17.0	4.0	357.0	155.0	712.0	1811.0	598.0	784.0	189.0	616.0	409.0	13.0	392.0	571.0	2081.0	2166.0	242.0	431.0	2008	1448
1979	20081449	32.0	16.0	4.0	444.0	69.0	736.0	1951.0	528.0	883.0	187.0	664.0	392.0	16.0	487.0	660.0	2266.0	2345.0	202.0	446.0	2008	1449
1980	20081450	67.0	24.0	7.0	438.0	92.0	686.0	1556.0	535.0	744.0	204.0	619.0	454.0	8.0	249.0	490.0	1826.0	2146.0	200.0	331.0	2008	1450
1981	20081451	1.0	15.0	5.0	331.0	98.0	664.0	1345.0	481.0	606.0	178.0	604.0	450.0	13.0	237.0	550.0	1815.0	1840.0	151.0	442.0	2008	1451
1982	20081452	43.0	23.0	8.0	510.0	169.0	784.0	1919.0	671.0	871.0	240.0	711.0	483.0	10.0	395.0	632.0	2088.0	2465.0	237.0	361.0	2008	1452
1983	20081453	0.0	15.0	3.0	353.0	95.0	686.0	1613.0	447.0	742.0	164.0	573.0	423.0	15.0	299.0	577.0	2100.0	2071.0	173.0	405.0	2008	1453
1984	20081454	0.0	13.0	2.0	351.0	85.0	681.0	1697.0	614.0	665.0	189.0	604.0	410.0	16.0	363.0	558.0	2009.0	1929.0	160.0	365.0	2008	1454
1985	20081455	2.0	11.0	2.0	387.0	90.0	731.0	1620.0	585.0	676.0	180.0	603.0	407.0	20.0	396.0	577.0	1995.0	1939.0	157.0	441.0	2008	1455
1986	20081456	0.0	16.0	5.0	425.0	62.0	686.0	1652.0	744.0	682.0	254.0	511.0	354.0	16.0	311.0	529.0	2021.0	1972.0	189.0	422.0	2008	1456
1987	20081457	10.0	20.0	8.0	400.0	106.0	728.0	1660.0	527.0	731.0	197.0	602.0	360.0	11.0	357.0	535.0	1824.0	2019.0	257.0	398.0	2008	1457
1988	20081458	60.0	29.0	11.0	422.0	110.0	802.0	1721.0	535.0	775.0	192.0	677.0	480.0	4.0	383.0	473.0	1774.0	2222.0	208.0	399.0	2008	1458
1989	20081459	11.0	12.0	3.0	339.0	63.0	622.0	1471.0	533.0	623.0	200.0	565.0	372.0	16.0	307.0	509.0	1940.0	1818.0	148.0	345.0	2008	1459
1990	20081460	15.0	21.0	6.0	368.0	54.0	721.0	1524.0	539.0	686.0	209.0	537.0	363.0	10.0	279.0	500.0	1871.0	1944.0	156.0	389.0	2008	1460
1991	20081461	0.0	10.0	4.0	369.0	129.0	729.0	1451.0	497.0	637.0	157.0	654.0	477.0	18.0	271.0	523.0	2039.0	1908.0	145.0	479.0	2008	1461
1992	20081462	32.0	27.0	9.0	513.0	114.0	818.0	1759.0	654.0	840.0	256.0	733.0	550.0	6.0	372.0	572.0	2057.0	2486.0	184.0	438.0	2008	1462
1993	20081463	0.0	12.0	6.0	361.0	94.0	589.0	1441.0	519.0	643.0	177.0	519.0	363.0	15.0	269.0	534.0	1898.0	1826.0	220.0	404.0	2008	1463
1994	20081464	0.0	7.0	2.0	351.0	81.0	634.0	1504.0	470.0	644.0	156.0	525.0	328.0	21.0	249.0	523.0	1982.0	1772.0	184.0	409.0	2008	1464
1995	20091102	0.0	8.0	1.0	345.0	63.0	606.0	1278.0	510.0	556.0	189.0	540.0	364.0	21.0	201.0	516.0	1807.0	1665.0	147.0	393.0	2009	1102
1996	20091103	0.0	22.0	9.0	412.0	77.0	726.0	1845.0	735.0	768.0	242.0	671.0	480.0	12.0	399.0	701.0	2057.0	2258.0	260.0	467.0	2009	1103
1997	20091104	22.0	16.0	5.0	335.0	140.0	772.0	1783.0	439.0	779.0	145.0	684.0	482.0	14.0	421.0	520.0	2140.0	2185.0	210.0	444.0	2009	1104
1998	20091105	0.0	7.0	2.0	256.0	83.0	535.0	1375.0	403.0	535.0	108.0	544.0	358.0	17.0	295.0	488.0	1730.0	1536.0	193.0	389.0	2009	1105
1999	20091106	0.0	20.0	11.0	406.0	138.0	717.0	1593.0	502.0	741.0	165.0	581.0	368.0	9.0	331.0	511.0	1844.0	2015.0	167.0	399.0	2009	1106
2000	20091107	2.0	15.0	2.0	367.0	63.0	781.0	1713.0	442.0	715.0	130.0	590.0	424.0	16.0	425.0	626.0	2038.0	1984.0	160.0	474.0	2009	1107
2001	20091108	1.0	4.0	2.0	297.0	48.0	596.0	1703.0	531.0	673.0	179.0	615.0	415.0	24.0	276.0	545.0	2368.0	1940.0	235.0	422.0	2009	1108
2002	20091110	0.0	24.0	11.0	405.0	78.0	727.0	1552.0	584.0	724.0	220.0	509.0	330.0	7.0	295.0	556.0	1811.0	1998.0	168.0	410.0	2009	1110
2003	20091111	1.0	12.0	4.0	380.0	100.0	770.0	1705.0	607.0	763.0	224.0	701.0	494.0	18.0	392.0	606.0	2334.0	2244.0	181.0	531.0	2009	1111
2004	20091112	58.0	19.0	5.0	462.0	98.0	728.0	1730.0	501.0	821.0	198.0	640.0	470.0	13.0	355.0	500.0	2190.0	2310.0	191.0	403.0	2009	1112
2005	20091113	76.0	24.0	8.0	515.0	69.0	756.0	1630.0	729.0	785.0	267.0	619.0	458.0	9.0	278.0	525.0	1982.0	2295.0	195.0	380.0	2009	1113
2006	20091114	0.0	23.0	7.0	404.0	108.0	744.0	1589.0	445.0	711.0	159.0	713.0	478.0	8.0	335.0	608.0	1964.0	2059.0	171.0	466.0	2009	1114
2007	20091115	0.0	13.0	6.0	339.0	84.0	733.0	1768.0	431.0	709.0	124.0	649.0	401.0	18.0	446.0	703.0	2190.0	1943.0	271.0	605.0	2009	1115
2008	20091116	28.0	14.0	1.0	390.0	86.0	748.0	1821.0	608.0	797.0	202.0	679.0	442.0	16.0	381.0	515.0	2213.0	2238.0	227.0	419.0	2009	1116
2009	20091117	0.0	11.0		364.0	103.0	688.0	1564.0	417.0	658.0	131.0	523.0	353.0	17.0	324.0	478.0	1831.0	1800.0	182.0	381.0	2009	1117
2010	20091119	0.0	11.0	4.0	396.0	75.0	639.0	1533.0	427.0	644.0	144.0	448.0	309.0	19.0	237.0	578.0	1823.0	1741.0	224.0	459.0	2009	1119
2011	20091120	26.0	21.0	9.0	446.0	109.0	784.0	1879.0	739.0	825.0	242.0	693.0	420.0	11.0	377.0	609.0	2111.0	2312.0	287.0	420.0	2009	1120
2012	20091122	0.0	17.0	7.0	429.0	97.0	692.0	1698.0	562.0	791.0	206.0	646.0	447.0	13.0	323.0	562.0	2244.0	2235.0	188.0	403.0	2009	1122
2013	20091123	0.0	14.0	4.0	333.0	63.0	738.0	1572.0	395.0	646.0	134.0	604.0	369.0	17.0	333.0	572.0	1852.0	1795.0	158.0	406.0	2009	1123
2014	20091124	56.0	19.0	5.0	380.0	118.0	773.0	1866.0	741.0	851.0	263.0	738.0	521.0	14.0	362.0	624.0	2341.0	2486.0	225.0	424.0	2009	1124
2015	20091125	1.0	19.0	6.0	509.0	78.0	734.0	1842.0	877.0	816.0	307.0	636.0	435.0	12.0	372.0	592.0	2188.0	2374.0	249.0	444.0	2009	1125
2016	20091126	0.0	14.0	6.0	271.0	78.0	675.0	1544.0	443.0	605.0	124.0	593.0	370.0	16.0	369.0	585.0	1764.0	1704.0	197.0	428.0	2009	1126
2017	20091127	0.0	22.0	10.0	360.0	125.0	703.0	1655.0	547.0	721.0	181.0	691.0	474.0	8.0	336.0	606.0	2008.0	2097.0	212.0	398.0	2009	1127
2018	20091129	6.0	18.0	4.0	471.0	105.0	721.0	1713.0	546.0	802.0	190.0	517.0	359.0	12.0	290.0	549.0	2151.0	2153.0	189.0	441.0	2009	1129
2019	20091130	50.0	22.0	5.0	490.0	144.0	757.0	1945.0	626.0	867.0	211.0	719.0	528.0	11.0	472.0	593.0	2325.0	2473.0	203.0	442.0	2009	1130
2020	20091131	2.0	17.0	5.0	380.0	97.0	694.0	1646.0	740.0	698.0	267.0	578.0	395.0	13.0	345.0	512.0	1989.0	2058.0	202.0	408.0	2009	1131
2021	20091132	4.0	17.0	8.0	365.0	109.0	725.0	1609.0	522.0	686.0	184.0	506.0	337.0	13.0	343.0	517.0	1838.0	1893.0	201.0	392.0	2009	1132
2022	20091133	1.0	18.0	5.0	391.0	113.0	691.0	1638.0	578.0	711.0	184.0	739.0	531.0	14.0	352.0	594.0	2123.0	2137.0	244.0	463.0	2009	1133
2023	20091135	0.0	9.0	3.0	373.0	84.0	679.0	1406.0	514.0	599.0	163.0	533.0	351.0	19.0	235.0	425.0	1898.0	1712.0	129.0	403.0	2009	1135
2024	20091136	0.0	8.0	3.0	351.0	71.0	578.0	1479.0	629.0	581.0	207.0	455.0	301.0	21.0	264.0	514.0	1969.0	1670.0	172.0	388.0	2009	1136
2025	20091137	2.0	7.0	2.0	338.0	75.0	804.0	1766.0	618.0	679.0	212.0	528.0	358.0	23.0	319.0	601.0	2152.0	1928.0	145.0	425.0	2009	1137
2026	20091138	10.0	21.0	6.0	395.0	88.0	743.0	1804.0	489.0	751.0	167.0	640.0	413.0	11.0	443.0	591.0	1994.0	2082.0	206.0	453.0	2009	1138
2027	20091139	21.0	25.0	7.0	383.0	97.0	717.0	1493.0	675.0	653.0	238.0	646.0	466.0	5.0	299.0	536.0	1746.0	2010.0	180.0	377.0	2009	1139
2028	20091140	18.0	24.0	8.0	507.0	113.0	842.0	1759.0	595.0	857.0	226.0	622.0	453.0	7.0	285.0	578.0	2007.0	2393.0	219.0	354.0	2009	1140
2029	20091141	0.0	12.0	6.0	306.0	79.0	618.0	1628.0	536.0	680.0	180.0	615.0	388.0	19.0	362.0	696.0	2018.0	1928.0	244.0	447.0	2009	1141
2030	20091142	4.0	7.0	2.0	300.0	80.0	634.0	1591.0	560.0	645.0	189.0	487.0	343.0	21.0	295.0	429.0	1964.0	1822.0	165.0	327.0	2009	1142
2031	20091143	66.0	22.0	6.0	497.0	64.0	759.0	1789.0	468.0	867.0	203.0	614.0	464.0	10.0	319.0	538.0	2187.0	2401.0	157.0	385.0	2009	1143
2032	20091144	1.0	12.0	4.0	434.0	72.0	676.0	1616.0	481.0	687.0	166.0	644.0	454.0	16.0	359.0	573.0	2022.0	1994.0	227.0	461.0	2009	1144
2033	20091145	0.0	11.0	4.0	375.0	141.0	780.0	1747.0	544.0	714.0	156.0	593.0	365.0	20.0	390.0	637.0	2097.0	1949.0	160.0	509.0	2009	1145
2034	20091146	0.0	6.0	1.0	241.0	71.0	554.0	1316.0	409.0	501.0	128.0	576.0	383.0	19.0	280.0	477.0	1791.0	1513.0	130.0	349.0	2009	1146
